merchant_id,merchant_name,category,tier,city,onboarding_date,state
700,"Bora, Bath and Sampath",Pharmacy,SME,Bengaluru,2025-01-13,Karnataka
701,Bhatt-Bhasin,Utilities/Bill Pay,Micro,Kolkata,2025-06-01,West Bengal
702,Sodhi Inc,Fashion & Apparel,Micro,Bengaluru,2025-05-02,Karnataka
703,Rege-Gole,Food & Dining,SME,Kolkata,2025-01-10,West Bengal
704,Salvi LLC,Kirana/Local Store,Micro,Coimbatore,2025-06-30,Tamil Nadu
705,Sen-Purohit,Food & Dining,Micro,Bengaluru,2025-07-01,Karnataka
706,Buch-Zacharia,Utilities/Bill Pay,Enterprise,Delhi,2024-05-06,Delhi
707,Pall Inc,Grocery,SME,Delhi,2024-10-26,Delhi
708,Yogi Group,Grocery,SME,Pune,2025-10-29,Maharashtra
709,"Datta, Kapoor and Aggarwal",Grocery,Micro,Delhi,2025-06-23,Delhi
710,Misra Group,Utilities/Bill Pay,Micro,Surat,2025-02-16,Gujarat
711,"Samra, Wali and Raghavan",Grocery,SME,Bengaluru,2024-03-22,Karnataka
712,Kota Group,Fashion & Apparel,Micro,Pune,2024-04-21,Maharashtra
713,Dubey-Majumdar,Fuel,Enterprise,Bengaluru,2024-07-18,Karnataka
714,Chowdhury Inc,Food & Dining,Micro,Hyderabad,2024-11-11,Telangana
715,"Saini, Babu and Khosla",Grocery,Micro,Indore,2025-04-25,Madhya Pradesh
716,Bhavsar Inc,Electronics,Micro,Pune,2025-11-26,Maharashtra
717,"Bandi, Sekhon and Bava",Travel & Transport,Micro,Hyderabad,2024-08-15,Telangana
718,Basu Group,Electronics,SME,Kochi,2025-06-28,Kerala
719,Kaur-Zacharia,Grocery,Micro,Jaipur,2025-12-24,Rajasthan
720,Bhalla and Sons,Education,Micro,Bengaluru,2024-01-16,Karnataka
721,"Mann, Kaur and Nagar",Utilities/Bill Pay,Micro,Chennai,2025-06-07,Tamil Nadu
722,"Nagi, Khalsa and Mittal",Grocery,Micro,Indore,2024-09-22,Madhya Pradesh
723,Verma and Sons,Entertainment,Micro,Delhi,2024-01-30,Delhi
724,Mital-Maharaj,Financial Services,SME,Nagpur,2024-11-11,Maharashtra
725,Gill Ltd,Fuel,Micro,Chennai,2024-07-15,Tamil Nadu
726,"Sane, Tandon and Batta",Kirana/Local Store,Micro,Hyderabad,2024-01-12,Telangana
727,Raj-Vohra,Fashion & Apparel,Micro,Hyderabad,2025-07-02,Telangana
728,Saha-Rege,Home Services,Micro,Indore,2025-02-12,Madhya Pradesh
729,Mital Group,Food & Dining,Micro,Delhi,2025-12-08,Delhi
730,Yogi Group,Pharmacy,Micro,Mumbai,2025-10-29,Maharashtra
731,Kar LLC,Utilities/Bill Pay,Micro,Kolkata,2025-03-27,West Bengal
732,"Dhawan, Sheth and Bhardwaj",Grocery,Enterprise,Delhi,2025-11-22,Delhi
733,"Sachar, Saha and Wagle",Fashion & Apparel,Micro,Chennai,2025-01-08,Tamil Nadu
734,Rama and Sons,Fashion & Apparel,SME,Bengaluru,2024-09-04,Karnataka
735,Jani-Narayanan,Grocery,Micro,Ahmedabad,2024-02-15,Gujarat
736,"Brar, Sengupta and Prabhakar",Education,Micro,Ranchi,2024-11-28,Jharkhand
737,Wason Ltd,Pharmacy,SME,Hyderabad,2025-06-28,Telangana
738,Behl LLC,Grocery,SME,Ahmedabad,2025-06-28,Gujarat
739,Baral-Bora,Grocery,Micro,Delhi,2024-05-07,Delhi
740,Kalla Group,Grocery,Micro,Surat,2024-01-10,Gujarat
741,Natarajan LLC,Grocery,Enterprise,Bhopal,2025-06-23,Madhya Pradesh
742,Kakar and Sons,Food & Dining,SME,Chennai,2024-03-23,Tamil Nadu
743,"Dalal, Srinivas and Kibe",Food & Dining,Micro,Bhopal,2024-07-26,Madhya Pradesh
744,"Jayaraman, Ranganathan and Khatri",Food & Dining,SME,Hyderabad,2025-05-29,Telangana
745,"Nagy, Mandal and Rai",Fashion & Apparel,SME,Nagpur,2024-04-30,Maharashtra
746,Walla-Parmer,Fashion & Apparel,SME,Patna,2024-11-17,Bihar
747,Lal-Parsa,Home Services,Micro,Kolkata,2025-03-14,West Bengal
748,"Tank, Shukla and Chaudhari",Grocery,SME,Ahmedabad,2024-04-07,Gujarat
749,"Singh, Nagarajan and Jani",Travel & Transport,SME,Guwahati,2025-03-01,Assam
750,Munshi-Sachdev,Pharmacy,SME,Guwahati,2024-10-10,Assam
751,Kant Ltd,Pharmacy,Micro,Lucknow,2024-03-20,Uttar Pradesh
752,Babu LLC,Home Services,Micro,Pune,2025-08-03,Maharashtra
753,"Sahni, Merchant and Dua",Kirana/Local Store,Micro,Delhi,2024-02-12,Delhi
754,Narayan and Sons,Education,SME,Coimbatore,2024-12-12,Tamil Nadu
755,Korpal-Tata,Pharmacy,Micro,Surat,2025-04-02,Gujarat
756,"Nazareth, Kurian and Suresh",Food & Dining,SME,Mumbai,2024-01-29,Maharashtra
757,"Swaminathan, Sharma and Ganguly",Education,Micro,Hyderabad,2025-01-04,Telangana
758,"Pandey, Gara and Dey",Food & Dining,Micro,Hyderabad,2025-07-09,Telangana
759,"Suresh, Gour and Bhargava",Utilities/Bill Pay,SME,Hyderabad,2024-07-08,Telangana
760,"Bandi, Borde and Bava",Financial Services,Enterprise,Kolkata,2024-05-26,West Bengal
761,Sachar and Sons,Grocery,Enterprise,Chennai,2024-06-04,Tamil Nadu
762,"Kashyap, Bir and Dora",Grocery,SME,Bengaluru,2025-05-24,Karnataka
763,Kamdar PLC,Food & Dining,Micro,Chennai,2025-03-20,Tamil Nadu
764,Prakash-Bhasin,Kirana/Local Store,Micro,Chandigarh,2024-03-19,Punjab
765,"Subramanian, Sura and Babu",Pharmacy,SME,Jaipur,2025-11-29,Rajasthan
766,Wali PLC,Fuel,Micro,Indore,2025-06-08,Madhya Pradesh
767,Arora-Badal,Entertainment,Micro,Mumbai,2025-08-25,Maharashtra
768,"Maharaj, Wason and Mangat",Home Services,Micro,Bhopal,2024-09-16,Madhya Pradesh
769,Thakkar Ltd,Fashion & Apparel,SME,Bhopal,2025-02-12,Madhya Pradesh
770,"Sani, Gola and Chhabra",Utilities/Bill Pay,Micro,Jaipur,2024-04-29,Rajasthan
771,Viswanathan and Sons,Grocery,Micro,Lucknow,2025-03-03,Uttar Pradesh
772,Handa PLC,Food & Dining,SME,Surat,2025-05-11,Gujarat
773,"Krishnan, Pandya and Loke",Grocery,SME,Hyderabad,2024-04-09,Telangana
774,Brar-Prakash,Entertainment,SME,Mumbai,2025-07-27,Maharashtra
775,Sharaf-Kohli,Grocery,Micro,Jaipur,2024-04-08,Rajasthan
776,"Kara, Mital and Buch",Home Services,SME,Mumbai,2024-04-01,Maharashtra
777,"Balay, Chander and Ravi",Fashion & Apparel,Micro,Ahmedabad,2024-01-08,Gujarat
778,Purohit-Soni,Utilities/Bill Pay,Enterprise,Bhopal,2025-11-15,Madhya Pradesh
779,Andra Ltd,Food & Dining,SME,Bhopal,2024-05-03,Madhya Pradesh
780,Butala Group,Financial Services,SME,Kolkata,2025-05-21,West Bengal
781,Narula-Chandran,Utilities/Bill Pay,SME,Kochi,2024-11-29,Kerala
782,"Basak, Karpe and Kakar",Grocery,Micro,Kochi,2024-08-26,Kerala
783,"Soman, Madan and Batra",Grocery,SME,Bengaluru,2025-09-19,Karnataka
784,Mand PLC,Pharmacy,Micro,Surat,2024-06-22,Gujarat
785,"Bali, Gola and Murty",Fuel,Micro,Hyderabad,2024-04-01,Telangana
786,Johal PLC,Grocery,Enterprise,Nagpur,2024-05-16,Maharashtra
787,Rao Inc,Fuel,Micro,Delhi,2025-04-27,Delhi
788,Gaba-Khosla,Electronics,Micro,Chandigarh,2024-04-26,Punjab
789,"Ramachandran, Zachariah and Narula",Pharmacy,Micro,Delhi,2025-01-18,Delhi
790,Dey-Brar,Utilities/Bill Pay,SME,Kochi,2025-06-28,Kerala
791,"Pal, Bera and Chaudhari",Fuel,SME,Hyderabad,2024-12-13,Telangana
792,Kata-Borra,Food & Dining,Enterprise,Delhi,2024-05-09,Delhi
793,Ranganathan-Narain,Food & Dining,Micro,Pune,2025-02-02,Maharashtra
794,Mahajan Group,Fashion & Apparel,Micro,Hyderabad,2024-01-04,Telangana
795,Kari-Parekh,Travel & Transport,Micro,Delhi,2025-10-15,Delhi
796,"Prashad, Sankaran and Grewal",Grocery,SME,Ahmedabad,2024-06-14,Gujarat
797,"Rai, Chada and Merchant",Fuel,SME,Ranchi,2024-07-27,Jharkhand
798,Borah Inc,Electronics,Micro,Mumbai,2025-03-16,Maharashtra
799,Dube-Rai,Food & Dining,SME,Patna,2025-05-04,Bihar
800,"Dube, Ramachandran and Nadig",Education,Micro,Bengaluru,2025-05-21,Karnataka
801,Chhabra-Chand,Food & Dining,Micro,Ahmedabad,2025-06-07,Gujarat
802,Morar Group,Fashion & Apparel,Micro,Ahmedabad,2025-01-30,Gujarat
803,Madan-Chaudry,Electronics,Micro,Mumbai,2025-02-06,Maharashtra
804,Chahal and Sons,Utilities/Bill Pay,SME,Delhi,2025-02-04,Delhi
805,Sen-Vala,Financial Services,Micro,Mumbai,2024-02-18,Maharashtra
806,Chauhan-Bal,Grocery,Micro,Ahmedabad,2024-03-18,Gujarat
807,Pandya PLC,Food & Dining,SME,Kolkata,2025-08-15,West Bengal
808,Nair Group,Home Services,Micro,Pune,2025-08-17,Maharashtra
809,Manne Group,Travel & Transport,Micro,Jaipur,2025-06-26,Rajasthan
810,Chad-Kibe,Fashion & Apparel,SME,Jaipur,2024-12-15,Rajasthan
811,"Verma, Gara and Rai",Fuel,SME,Bengaluru,2024-10-23,Karnataka
812,Dewan LLC,Pharmacy,SME,Hyderabad,2025-01-19,Telangana
813,Loyal-Tailor,Grocery,SME,Bhopal,2025-02-28,Madhya Pradesh
814,Bhatnagar and Sons,Fashion & Apparel,Micro,Kolkata,2024-02-19,West Bengal
815,Majumdar-Sama,Utilities/Bill Pay,Micro,Bengaluru,2025-09-18,Karnataka
816,Sule-Bose,Utilities/Bill Pay,SME,Chennai,2024-12-16,Tamil Nadu
817,Krishnamurthy-Koshy,Pharmacy,Micro,Pune,2024-11-12,Maharashtra
818,"Tandon, Hayre and Shankar",Food & Dining,Micro,Chandigarh,2025-09-23,Punjab
819,Deshmukh LLC,Food & Dining,SME,Kolkata,2025-06-13,West Bengal
820,Randhawa LLC,Grocery,SME,Nagpur,2025-06-08,Maharashtra
821,"Rai, Narayan and Sarraf",Grocery,SME,Delhi,2025-05-14,Delhi
822,Sani-Deshpande,Fuel,Enterprise,Patna,2024-07-24,Bihar
823,Nagi-Iyer,Utilities/Bill Pay,Micro,Delhi,2025-08-15,Delhi
824,Murthy-Goel,Food & Dining,Enterprise,Chennai,2024-05-23,Tamil Nadu
825,Nagar-Manne,Utilities/Bill Pay,SME,Indore,2025-07-30,Madhya Pradesh
826,"Swaminathan, Kibe and Nanda",Pharmacy,SME,Coimbatore,2025-12-09,Tamil Nadu
827,Mand-Ramaswamy,Utilities/Bill Pay,Enterprise,Mumbai,2025-09-13,Maharashtra
828,Comar-Iyengar,Utilities/Bill Pay,Micro,Chennai,2025-10-15,Tamil Nadu
829,"Gole, Bala and Shenoy",Education,SME,Bengaluru,2024-11-12,Karnataka
830,"Kadakia, Sarma and Manne",Home Services,SME,Surat,2024-07-13,Gujarat
831,"Biswas, Rege and Tata",Entertainment,Micro,Surat,2025-11-11,Gujarat
832,Mitter and Sons,Pharmacy,Enterprise,Guwahati,2025-10-08,Assam
833,Dube-Sampath,Utilities/Bill Pay,SME,Mumbai,2024-03-28,Maharashtra
834,Borah-Sen,Home Services,Enterprise,Jaipur,2025-12-29,Rajasthan
835,"Srinivas, Rattan and Warrior",Financial Services,SME,Mumbai,2024-08-15,Maharashtra
836,"Sahota, Bansal and Parsa",Fuel,Micro,Kochi,2025-09-28,Kerala
837,"Yadav, Chada and Chopra",Fashion & Apparel,SME,Hyderabad,2025-02-21,Telangana
838,Pant and Sons,Grocery,Micro,Bengaluru,2025-06-19,Karnataka
839,"Basu, Ratta and Narula",Food & Dining,Micro,Chandigarh,2025-09-19,Punjab
840,Cherian-Anne,Grocery,Micro,Mumbai,2024-06-02,Maharashtra
841,Kuruvilla and Sons,Grocery,SME,Ranchi,2024-11-07,Jharkhand
842,"Venkataraman, Kant and Sehgal",Food & Dining,SME,Ahmedabad,2024-07-08,Gujarat
843,Raman-Sheth,Food & Dining,Micro,Hyderabad,2024-05-02,Telangana
844,"Tella, Dora and Pai",Grocery,SME,Mumbai,2025-01-17,Maharashtra
845,Subramanian Inc,Grocery,Micro,Bengaluru,2025-01-24,Karnataka
846,Sagar-Chada,Fuel,SME,Bhopal,2025-01-29,Madhya Pradesh
847,Dhar LLC,Pharmacy,SME,Hyderabad,2024-06-04,Telangana
848,Oza-Shah,Pharmacy,SME,Delhi,2024-10-05,Delhi
849,Verma Group,Electronics,SME,Mumbai,2025-10-06,Maharashtra
850,Soni-Chatterjee,Food & Dining,Enterprise,Mumbai,2024-07-14,Maharashtra
851,Sethi-Nagar,Food & Dining,Enterprise,Kochi,2025-07-23,Kerala
852,Mital Inc,Grocery,Micro,Mumbai,2024-03-13,Maharashtra
853,"Contractor, Bajaj and Oza",Pharmacy,Micro,Kolkata,2025-10-19,West Bengal
854,"Chopra, Gala and Kohli",Grocery,Micro,Ahmedabad,2024-03-04,Gujarat
855,"Ghosh, Dutta and Narayanan",Electronics,SME,Delhi,2024-11-17,Delhi
856,"Sandhu, Shere and Kata",Pharmacy,SME,Chennai,2025-04-26,Tamil Nadu
857,Gour-Grewal,Fashion & Apparel,Micro,Chennai,2024-11-18,Tamil Nadu
858,"Sankaran, Randhawa and Balakrishnan",Grocery,SME,Bengaluru,2025-02-24,Karnataka
859,"Hora, Sengupta and Sanghvi",Grocery,Micro,Delhi,2025-05-02,Delhi
860,Agrawal-Kala,Education,Enterprise,Hyderabad,2025-11-29,Telangana
861,Mallick Ltd,Travel & Transport,Micro,Bengaluru,2024-04-13,Karnataka
862,Chaudry PLC,Entertainment,SME,Bengaluru,2024-08-30,Karnataka
863,Pau LLC,Food & Dining,SME,Kolkata,2024-11-16,West Bengal
864,Shankar Inc,Pharmacy,Micro,Delhi,2025-05-24,Delhi
865,Suri-Wable,Utilities/Bill Pay,Micro,Bengaluru,2025-01-07,Karnataka
866,"Munshi, Rama and Ramanathan",Fashion & Apparel,SME,Bengaluru,2024-01-03,Karnataka
867,"Comar, Pall and Pandey",Fashion & Apparel,Micro,Jaipur,2024-12-08,Rajasthan
868,Gera-Mishra,Fashion & Apparel,SME,Hyderabad,2025-08-09,Telangana
869,"Chad, Desai and Munshi",Food & Dining,SME,Delhi,2025-09-20,Delhi
870,Khare LLC,Food & Dining,Micro,Ahmedabad,2024-07-04,Gujarat
871,Goswami LLC,Grocery,SME,Bengaluru,2025-05-03,Karnataka
872,"Dhaliwal, Vaidya and Rama",Electronics,SME,Ahmedabad,2025-11-23,Gujarat
873,Devi-Rajagopal,Kirana/Local Store,Micro,Hyderabad,2024-04-08,Telangana
874,Grewal-Sur,Utilities/Bill Pay,SME,Hyderabad,2024-01-02,Telangana
875,"Yogi, Ghose and Ganesan",Travel & Transport,Micro,Delhi,2024-09-13,Delhi
876,Mani-Dey,Food & Dining,SME,Bengaluru,2024-01-30,Karnataka
877,Murty Group,Home Services,SME,Chennai,2024-09-22,Tamil Nadu
878,"Bera, Parmer and Andra",Utilities/Bill Pay,Micro,Bengaluru,2025-11-03,Karnataka
879,Deshpande-Hayer,Utilities/Bill Pay,Micro,Bhopal,2024-10-22,Madhya Pradesh
880,Tiwari-Talwar,Food & Dining,Micro,Mumbai,2025-11-22,Maharashtra
881,Swamy-Sagar,Food & Dining,Micro,Delhi,2025-01-25,Delhi
882,"Sawhney, Suresh and Ganesh",Grocery,SME,Bengaluru,2024-04-13,Karnataka
883,Balasubramanian and Sons,Kirana/Local Store,Micro,Patna,2024-12-26,Bihar
884,Bali-Maharaj,Utilities/Bill Pay,Micro,Jaipur,2024-01-18,Rajasthan
885,Yogi LLC,Entertainment,Micro,Indore,2024-10-08,Madhya Pradesh
886,Shankar PLC,Travel & Transport,SME,Pune,2025-11-30,Maharashtra
887,"Tandon, Vaidya and Chowdhury",Food & Dining,Micro,Kochi,2025-03-02,Kerala
888,"Comar, Loyal and Peri",Food & Dining,SME,Chandigarh,2025-01-16,Punjab
889,"Barman, Sastry and Kamdar",Grocery,SME,Delhi,2025-07-22,Delhi
890,Chaudry-Kota,Education,Micro,Hyderabad,2025-05-03,Telangana
891,Bali-Sengupta,Pharmacy,Micro,Pune,2024-07-18,Maharashtra
892,Pall-Chahal,Pharmacy,Micro,Chennai,2025-04-10,Tamil Nadu
893,Dalal-Khalsa,Grocery,Micro,Bengaluru,2025-01-04,Karnataka
894,Panchal Ltd,Grocery,SME,Indore,2024-04-02,Madhya Pradesh
895,"Sangha, Gandhi and Dewan",Travel & Transport,Micro,Kochi,2025-11-04,Kerala
896,Jhaveri Inc,Electronics,Micro,Mumbai,2024-09-23,Maharashtra
897,"Panchal, Walia and Mand",Pharmacy,Micro,Kolkata,2024-10-08,West Bengal
898,"Yohannan, Ganguly and Naik",Fashion & Apparel,SME,Kolkata,2024-04-22,West Bengal
899,"Master, Mann and Loke",Entertainment,Micro,Kochi,2025-02-21,Kerala
900,"Chandran, Deshmukh and Sabharwal",Pharmacy,Micro,Jaipur,2025-07-14,Rajasthan
901,Malhotra Ltd,Fuel,SME,Bengaluru,2025-12-28,Karnataka
902,Deo and Sons,Travel & Transport,SME,Chennai,2024-06-17,Tamil Nadu
903,Nagy and Sons,Travel & Transport,Micro,Jaipur,2024-08-06,Rajasthan
904,"Ramaswamy, Suri and Dhar",Grocery,Micro,Bengaluru,2025-06-29,Karnataka
905,"Luthra, Sachdeva and Prashad",Kirana/Local Store,SME,Mumbai,2024-11-22,Maharashtra
906,Borra-Chander,Food & Dining,SME,Jaipur,2025-04-27,Rajasthan
907,Varma-Mall,Travel & Transport,SME,Chennai,2024-05-18,Tamil Nadu
908,"Pillay, Sha and Sura",Electronics,SME,Indore,2024-06-16,Madhya Pradesh
909,Agate-Chander,Pharmacy,Enterprise,Mumbai,2025-02-25,Maharashtra
910,"Shanker, Parmar and Bhatnagar",Pharmacy,SME,Nagpur,2025-11-10,Maharashtra
911,"Rao, Kamdar and Sanghvi",Food & Dining,SME,Bengaluru,2024-08-27,Karnataka
912,Talwar LLC,Home Services,Micro,Kolkata,2024-06-29,West Bengal
913,Mander-Nazareth,Home Services,Micro,Hyderabad,2025-02-28,Telangana
914,"De, Sundaram and Oza",Kirana/Local Store,SME,Delhi,2025-01-29,Delhi
915,"Bava, Batra and Chaudhary",Electronics,SME,Kolkata,2025-08-31,West Bengal
916,"Sharaf, Babu and Dash",Kirana/Local Store,Enterprise,Kolkata,2024-08-07,West Bengal
917,Sastry Group,Electronics,Micro,Delhi,2025-06-16,Delhi
918,Sangha and Sons,Grocery,Micro,Delhi,2025-10-14,Delhi
919,"Deo, Mittal and Dutt",Travel & Transport,SME,Chennai,2025-09-03,Tamil Nadu
920,Chander-Patel,Travel & Transport,Enterprise,Delhi,2024-03-18,Delhi
921,Butala-Prabhu,Electronics,Micro,Mumbai,2025-10-01,Maharashtra
922,"Gandhi, Ben and Randhawa",Utilities/Bill Pay,Micro,Chennai,2024-05-15,Tamil Nadu
923,"Mody, Kaur and Sanghvi",Fuel,Micro,Delhi,2024-11-11,Delhi
924,"Chand, Chandran and Agarwal",Fuel,Micro,Pune,2025-10-20,Maharashtra
925,Sood Inc,Food & Dining,Micro,Mumbai,2025-01-11,Maharashtra
926,Kara PLC,Education,SME,Kolkata,2025-09-11,West Bengal
927,"Saxena, Andra and Anand",Fashion & Apparel,Micro,Patna,2025-05-15,Bihar
928,"Oza, Dara and Sami",Utilities/Bill Pay,Micro,Mumbai,2025-07-01,Maharashtra
929,"Deo, Sridhar and Bobal",Food & Dining,Micro,Nagpur,2025-08-09,Maharashtra
930,Rajagopal Inc,Electronics,Enterprise,Surat,2025-12-20,Gujarat
931,"Chaudry, Chauhan and Munshi",Kirana/Local Store,Micro,Patna,2025-01-04,Bihar
932,Mistry-Devan,Food & Dining,SME,Patna,2024-03-20,Bihar
933,Deol-Dhar,Utilities/Bill Pay,Enterprise,Bengaluru,2024-05-17,Karnataka
934,Wali PLC,Utilities/Bill Pay,Micro,Mumbai,2024-04-13,Maharashtra
935,Gala Group,Education,Micro,Indore,2024-04-28,Madhya Pradesh
936,Kala-Doshi,Financial Services,Micro,Mumbai,2024-02-07,Maharashtra
937,Savant-Kalla,Fashion & Apparel,SME,Lucknow,2024-05-18,Uttar Pradesh
938,Chaudhry and Sons,Pharmacy,SME,Pune,2024-12-02,Maharashtra
939,Rajagopalan LLC,Food & Dining,Enterprise,Ahmedabad,2025-05-22,Gujarat
940,Murty-Dey,Education,Micro,Delhi,2025-04-15,Delhi
941,Malhotra Ltd,Fuel,SME,Guwahati,2025-03-26,Assam
942,Kothari PLC,Travel & Transport,Micro,Kochi,2025-01-29,Kerala
943,"Mane, Bala and Mitra",Utilities/Bill Pay,Micro,Bengaluru,2024-05-12,Karnataka
944,Vasa PLC,Kirana/Local Store,Micro,Ahmedabad,2024-01-09,Gujarat
945,"Gulati, Ramanathan and Merchant",Fashion & Apparel,Enterprise,Delhi,2025-01-23,Delhi
946,"Bhagat, Khatri and Talwar",Fuel,SME,Mumbai,2025-09-24,Maharashtra
947,Chowdhury-Khosla,Food & Dining,Micro,Nagpur,2024-07-13,Maharashtra
948,Bobal-Wable,Entertainment,SME,Mumbai,2025-02-01,Maharashtra
949,Patel LLC,Grocery,Micro,Bengaluru,2024-08-27,Karnataka
950,Ram PLC,Education,SME,Bhopal,2024-04-10,Madhya Pradesh
951,Pau-Gera,Food & Dining,SME,Mumbai,2024-08-21,Maharashtra
952,Bora-Badal,Grocery,Micro,Patna,2024-06-07,Bihar
953,"Bir, Atwal and Lala",Education,Micro,Chandigarh,2024-03-29,Punjab
954,Baral Inc,Home Services,SME,Surat,2024-11-23,Gujarat
955,Toor-Mangat,Entertainment,Micro,Bengaluru,2024-03-12,Karnataka
956,"Thaker, Sagar and Sampath",Education,Micro,Lucknow,2024-12-21,Uttar Pradesh
957,"Ratti, Butala and Yadav",Travel & Transport,SME,Mumbai,2025-03-07,Maharashtra
958,"Dua, Mall and Chacko",Fashion & Apparel,Micro,Delhi,2025-04-27,Delhi
959,Brar-Vaidya,Kirana/Local Store,SME,Kochi,2025-07-08,Kerala
960,Dugal PLC,Education,Micro,Ranchi,2024-10-28,Jharkhand
961,Raman-Bhatti,Food & Dining,Micro,Mumbai,2024-09-27,Maharashtra
962,Sarkar-Khare,Grocery,Micro,Delhi,2025-09-22,Delhi
963,Konda Inc,Utilities/Bill Pay,SME,Hyderabad,2025-05-21,Telangana
964,D’Alia-Setty,Travel & Transport,Micro,Delhi,2025-06-24,Delhi
965,"Bhakta, More and Gill",Pharmacy,SME,Hyderabad,2025-10-24,Telangana
966,Arora Ltd,Food & Dining,Micro,Bengaluru,2025-05-02,Karnataka
967,Apte and Sons,Food & Dining,Micro,Chandigarh,2024-08-20,Punjab
968,Palan-Virk,Kirana/Local Store,Micro,Nagpur,2025-10-08,Maharashtra
969,"Lad, Ganesan and Prabhu",Grocery,Micro,Pune,2024-05-09,Maharashtra
970,Luthra Ltd,Grocery,Enterprise,Bengaluru,2025-10-21,Karnataka
971,Balan LLC,Electronics,Micro,Ahmedabad,2025-10-20,Gujarat
972,Magar-Viswanathan,Food & Dining,Micro,Mumbai,2025-07-24,Maharashtra
973,Lall Ltd,Financial Services,SME,Ahmedabad,2024-12-15,Gujarat
974,"Bose, Taneja and Shah",Entertainment,Micro,Bengaluru,2024-06-30,Karnataka
975,"Parsa, Bhakta and Tata",Fuel,Enterprise,Kolkata,2025-08-14,West Bengal
976,"Ganesan, Pillai and Dugar",Grocery,Micro,Hyderabad,2024-05-29,Telangana
977,Chauhan-D’Alia,Utilities/Bill Pay,Micro,Pune,2025-09-14,Maharashtra
978,Upadhyay Inc,Travel & Transport,SME,Bengaluru,2024-04-20,Karnataka
979,Arora and Sons,Utilities/Bill Pay,Micro,Nagpur,2024-08-08,Maharashtra
980,Sodhi LLC,Pharmacy,Micro,Ahmedabad,2024-06-28,Gujarat
981,Doctor-Gola,Grocery,SME,Delhi,2025-05-21,Delhi
982,Saini and Sons,Pharmacy,SME,Delhi,2025-12-06,Delhi
983,Kothari-Saha,Pharmacy,SME,Delhi,2024-05-14,Delhi
984,"Nagarajan, Madan and Brahmbhatt",Electronics,Micro,Bengaluru,2025-05-04,Karnataka
985,"Pradhan, Dar and Thakkar",Electronics,SME,Pune,2024-04-22,Maharashtra
986,"Ben, Gola and Kapoor",Grocery,SME,Kochi,2024-08-11,Kerala
987,"Batra, Rattan and Biswas",Utilities/Bill Pay,Enterprise,Chandigarh,2024-01-23,Punjab
988,Mandal-Mukhopadhyay,Pharmacy,Micro,Bengaluru,2025-02-16,Karnataka
989,Chadha-Shan,Grocery,Enterprise,Kolkata,2025-04-04,West Bengal
990,Pillay and Sons,Entertainment,SME,Delhi,2024-11-23,Delhi
991,Modi-Kibe,Grocery,Micro,Delhi,2025-12-28,Delhi
992,Pillay-Tak,Grocery,SME,Delhi,2025-02-17,Delhi
993,Korpal and Sons,Fashion & Apparel,Micro,Jaipur,2025-03-03,Rajasthan
994,Rout Inc,Home Services,Micro,Kolkata,2024-10-31,West Bengal
995,Pal Ltd,Grocery,SME,Chandigarh,2024-08-03,Punjab
996,"Andra, Nayak and Agarwal",Electronics,Micro,Kolkata,2025-05-03,West Bengal
997,"Puri, Mohanty and Chawla",Entertainment,Micro,Bengaluru,2024-09-12,Karnataka
998,Wagle and Sons,Food & Dining,Micro,Delhi,2025-10-04,Delhi
999,Swamy-Bhasin,Food & Dining,Micro,Lucknow,2024-05-25,Uttar Pradesh
1000,Mammen Inc,Fuel,Enterprise,Bengaluru,2025-10-12,Karnataka
1001,Kata PLC,Electronics,SME,Mumbai,2024-11-13,Maharashtra
1002,Pradhan-Shanker,Fuel,SME,Delhi,2025-09-11,Delhi
1003,"Chad, Chandran and Tiwari",Fashion & Apparel,Micro,Mumbai,2025-01-16,Maharashtra
1004,Ramesh Inc,Electronics,SME,Bengaluru,2024-08-09,Karnataka
1005,"Bhatia, Saran and De",Financial Services,Micro,Pune,2025-03-15,Maharashtra
1006,Manne LLC,Financial Services,SME,Ahmedabad,2025-12-27,Gujarat
1007,Ramaswamy-Narain,Food & Dining,SME,Mumbai,2025-09-08,Maharashtra
1008,Sethi-Magar,Education,Micro,Chennai,2025-07-22,Tamil Nadu
1009,Borde and Sons,Grocery,SME,Bengaluru,2025-01-11,Karnataka
1010,Chopra and Sons,Travel & Transport,Micro,Kochi,2025-08-20,Kerala
1011,Gala Group,Fashion & Apparel,SME,Ahmedabad,2025-12-07,Gujarat
1012,Murthy-Ray,Travel & Transport,Micro,Kolkata,2025-01-10,West Bengal
1013,Wason LLC,Fuel,Micro,Hyderabad,2024-09-17,Telangana
1014,Seth LLC,Travel & Transport,SME,Pune,2025-03-11,Maharashtra
1015,Lanka-Dar,Fuel,Micro,Mumbai,2024-03-25,Maharashtra
1016,Dugar Ltd,Kirana/Local Store,Micro,Jaipur,2025-09-01,Rajasthan
1017,Baria-Kale,Fashion & Apparel,Micro,Coimbatore,2025-10-19,Tamil Nadu
1018,Divan-Chand,Pharmacy,Micro,Guwahati,2024-04-16,Assam
1019,"Kothari, Parekh and Randhawa",Education,SME,Hyderabad,2025-11-07,Telangana
1020,"Bawa, Mistry and Lad",Travel & Transport,Micro,Lucknow,2024-11-21,Uttar Pradesh
1021,Balasubramanian Group,Travel & Transport,SME,Pune,2024-04-06,Maharashtra
