refund_id,transaction_id,refund_amount,refund_date,refund_reason
4360,233439,362.38,2025-04-05 14:15:16,Order Cancelled
4361,233549,1026.63,2025-08-17 12:08:15,Duplicate Payment
4362,233612,189.94,2024-11-18 18:56:55,Order Cancelled
4363,233664,337.42,2024-06-29 15:13:57,Service Not Rendered
4364,233672,925.75,2025-03-29 07:26:18,Merchant Error
4365,233718,113.76,2024-11-14 18:17:16,Product Return
4366,233744,667.46,2024-01-13 14:24:20,Product Return
4367,233754,261.56,2025-05-10 20:31:01,Merchant Error
4368,233786,413.16,2025-10-21 15:29:40,Duplicate Payment
4369,233814,110.12,2025-04-26 09:05:08,Duplicate Payment
4370,233822,683.42,2024-12-13 20:48:18,Merchant Error
4371,233835,142.03,2025-09-01 19:45:33,Service Not Rendered
4372,233861,364.28,2025-06-16 14:02:20,Order Cancelled
4373,233876,134.74,2025-03-02 15:15:45,Order Cancelled
4374,233897,69.26,2025-11-03 19:23:53,Order Cancelled
4375,233898,641.04,2024-03-09 13:21:54,Product Return
4376,234062,154.13,2024-10-06 08:01:28,Merchant Error
4377,234094,205.25,2024-03-08 18:32:46,Product Return
4378,234106,56.75,2024-06-18 11:50:07,Merchant Error
4379,234132,160.44,2025-03-24 14:16:16,Duplicate Payment
4380,234151,147.37,2025-11-19 13:07:29,Order Cancelled
4381,234285,827.42,2025-07-28 22:47:57,Order Cancelled
4382,234446,520.83,2025-10-22 20:48:46,Product Return
4383,234472,61.49,2024-08-05 12:25:05,Service Not Rendered
4384,234478,135.44,2024-08-08 02:06:40,Order Cancelled
4385,234500,140.38,2024-12-29 18:20:03,Order Cancelled
4386,234574,325.12,2024-06-01 19:36:47,Product Return
4387,234606,610.43,2025-11-04 13:41:27,Order Cancelled
4388,234612,549.75,2025-02-05 07:28:04,Service Not Rendered
4389,234619,403.72,2025-12-04 14:16:44,Order Cancelled
4390,234713,237.26,2024-09-07 23:37:47,Merchant Error
4391,234736,1084.14,2025-09-17 14:46:51,Order Cancelled
4392,234741,753.71,2024-08-10 22:56:36,Merchant Error
4393,234746,642.7,2025-07-02 10:07:11,Product Return
4394,234787,195.48,2024-03-17 13:24:32,Duplicate Payment
4395,234822,82.37,2025-08-01 20:58:29,Order Cancelled
4396,234885,255.84,2024-05-21 09:48:54,Product Return
4397,234911,939.32,2024-10-25 17:58:51,Merchant Error
4398,234912,761.52,2024-02-13 17:01:00,Order Cancelled
4399,234913,505.54,2025-10-08 22:24:25,Order Cancelled
4400,234973,238.06,2025-10-30 19:57:34,Product Return
4401,235002,124.65,2025-01-25 12:28:48,Order Cancelled
4402,235062,191.81,2024-08-04 21:03:23,Order Cancelled
4403,235074,65.99,2024-06-07 13:16:02,Order Cancelled
4404,235146,232.19,2025-10-01 12:52:04,Duplicate Payment
4405,235175,520.86,2025-01-18 18:12:40,Product Return
4406,235275,126.96,2025-06-23 12:44:12,Order Cancelled
4407,235324,600.17,2024-12-19 21:37:20,Product Return
4408,235355,479.51,2024-09-20 18:58:36,Product Return
4409,235374,194.48,2024-08-10 18:09:20,Order Cancelled
4410,235381,500.29,2024-07-30 18:35:07,Merchant Error
4411,235434,351.17,2025-09-05 17:52:31,Merchant Error
4412,235479,178.8,2025-01-13 18:47:57,Order Cancelled
4413,235509,477.07,2025-11-06 13:13:43,Product Return
4414,235510,686.38,2025-07-15 20:57:34,Duplicate Payment
4415,235516,489.96,2025-04-16 20:30:00,Merchant Error
4416,235523,118.07,2025-12-13 12:28:11,Product Return
4417,235531,279.72,2025-01-03 09:14:00,Product Return
4418,235569,225.46,2025-11-08 19:01:43,Product Return
4419,235724,413.88,2024-04-30 14:58:55,Product Return
4420,235738,438.95,2024-04-04 13:48:48,Product Return
4421,235791,285.62,2024-02-25 12:21:54,Product Return
4422,235809,280.28,2025-07-19 13:07:19,Order Cancelled
4423,235835,385.39,2025-11-11 08:47:03,Merchant Error
4424,235839,82.45,2025-11-26 09:49:33,Merchant Error
4425,235856,372.99,2024-05-19 09:34:31,Order Cancelled
4426,235877,73.05,2024-06-07 16:46:15,Merchant Error
4427,235955,95.42,2024-03-11 18:57:33,Service Not Rendered
4428,235999,133.17,2024-10-28 18:36:09,Service Not Rendered
4429,236044,370.61,2024-07-24 15:34:23,Merchant Error
4430,236054,552.28,2025-01-26 07:43:12,Service Not Rendered
4431,236083,89.93,2025-11-08 13:57:09,Order Cancelled
4432,236116,630.04,2024-08-15 23:05:49,Product Return
4433,236172,358.63,2024-04-03 08:10:22,Merchant Error
4434,236176,600.67,2025-08-04 16:24:19,Duplicate Payment
4435,236235,530.23,2024-11-25 19:09:50,Product Return
4436,236288,392.02,2025-12-27 13:58:53,Service Not Rendered
4437,236412,172.27,2024-01-16 00:32:40,Product Return
4438,236521,163.75,2025-01-31 05:35:16,Order Cancelled
4439,236573,933.73,2024-06-08 15:35:49,Merchant Error
4440,236586,72.51,2025-05-21 14:39:08,Duplicate Payment
4441,236648,57.91,2025-05-30 10:36:18,Product Return
4442,236689,261.24,2024-03-22 06:32:10,Duplicate Payment
4443,236700,422.53,2024-12-06 09:47:16,Order Cancelled
4444,236835,594.02,2024-11-27 19:00:34,Product Return
4445,236889,252.97,2025-12-14 20:05:19,Duplicate Payment
4446,236902,151.39,2024-08-19 15:12:32,Duplicate Payment
4447,236903,213.29,2025-03-14 08:01:18,Service Not Rendered
4448,236977,160.97,2025-03-23 07:07:52,Order Cancelled
4449,236992,458.15,2025-12-12 15:47:56,Order Cancelled
4450,237035,278.33,2025-03-06 19:21:58,Product Return
4451,237321,230.49,2024-09-25 18:56:00,Duplicate Payment
4452,237325,211.48,2025-05-12 11:54:43,Order Cancelled
4453,237356,214.07,2025-04-20 12:02:14,Order Cancelled
4454,237373,279.64,2024-11-13 15:39:52,Merchant Error
4455,237383,285.81,2025-06-13 22:51:17,Product Return
4456,237455,265.37,2024-01-30 20:25:41,Duplicate Payment
4457,237462,840.65,2025-10-17 20:58:44,Merchant Error
4458,237561,248.52,2024-06-15 21:07:55,Service Not Rendered
4459,237596,214.99,2025-01-07 17:17:54,Order Cancelled
4460,237646,111.87,2024-09-28 07:56:02,Order Cancelled
4461,237731,311.89,2024-02-11 09:33:15,Product Return
4462,237757,227.81,2024-11-22 21:26:38,Product Return
4463,237780,97.53,2024-07-12 12:50:08,Duplicate Payment
4464,237798,242.38,2025-07-19 22:56:39,Order Cancelled
4465,237851,85.79,2024-10-31 21:48:21,Merchant Error
4466,237900,131.31,2025-03-04 23:04:09,Product Return
4467,237991,154.9,2024-01-11 11:06:12,Product Return
4468,238054,199.2,2024-09-29 08:12:49,Product Return
4469,238081,460.88,2025-12-15 10:29:41,Product Return
4470,238112,159.31,2025-12-17 20:07:16,Merchant Error
4471,238151,276.28,2024-10-10 14:27:48,Order Cancelled
4472,238257,728.92,2024-05-12 20:01:31,Order Cancelled
4473,238301,277.94,2025-04-17 13:37:00,Product Return
4474,238320,198.12,2025-07-22 22:58:46,Duplicate Payment
4475,238345,204.21,2024-05-11 19:39:29,Merchant Error
4476,238373,240.85,2025-12-29 12:41:28,Order Cancelled
4477,238445,138.57,2025-05-14 14:36:06,Merchant Error
4478,238446,175.06,2024-07-01 21:25:30,Duplicate Payment
4479,238583,97.4,2025-07-17 13:27:05,Order Cancelled
4480,238624,183.38,2025-11-10 13:39:25,Product Return
4481,238683,271.0,2024-12-23 18:14:18,Order Cancelled
4482,238721,269.0,2025-03-11 13:33:42,Product Return
4483,238729,123.6,2024-03-19 12:54:35,Duplicate Payment
4484,238799,340.82,2025-03-05 18:37:07,Service Not Rendered
4485,238824,234.86,2025-02-18 19:38:41,Duplicate Payment
4486,238836,246.6,2024-05-09 14:01:11,Order Cancelled
4487,238846,250.56,2025-11-18 10:29:23,Order Cancelled
4488,238927,122.36,2025-11-16 07:46:29,Service Not Rendered
4489,239051,124.48,2025-07-16 11:57:47,Order Cancelled
4490,239109,1180.22,2024-04-23 08:21:29,Service Not Rendered
4491,239115,194.58,2025-11-22 23:47:20,Product Return
4492,239127,339.64,2025-10-17 20:02:11,Service Not Rendered
4493,239150,283.28,2024-05-16 17:21:22,Merchant Error
4494,239201,53.3,2024-11-25 20:52:36,Order Cancelled
4495,239263,313.24,2025-06-10 08:29:38,Product Return
4496,239291,529.19,2025-05-10 12:13:17,Order Cancelled
4497,239356,253.37,2024-12-29 12:41:26,Order Cancelled
4498,239410,242.13,2024-06-24 12:20:36,Order Cancelled
4499,239492,180.99,2025-06-27 20:12:02,Merchant Error
4500,239561,582.7,2025-11-17 09:08:12,Merchant Error
4501,239666,189.86,2024-02-23 11:44:51,Order Cancelled
4502,239689,437.62,2025-08-15 21:14:04,Duplicate Payment
4503,239707,137.89,2025-02-04 11:47:08,Duplicate Payment
4504,239835,200.3,2025-03-29 20:56:07,Product Return
4505,239929,260.03,2024-11-04 15:08:54,Product Return
4506,239934,274.52,2024-11-12 13:05:07,Service Not Rendered
4507,239989,158.0,2024-01-03 12:37:26,Duplicate Payment
4508,240162,134.63,2024-11-30 19:26:58,Product Return
4509,240190,250.96,2025-01-15 15:46:37,Order Cancelled
4510,240326,419.51,2025-08-23 10:46:42,Order Cancelled
4511,240507,311.82,2025-12-25 09:47:09,Product Return
4512,240521,92.27,2024-06-03 19:34:55,Product Return
4513,240582,281.58,2024-02-15 17:37:16,Product Return
4514,240664,99.92,2025-09-27 21:20:49,Order Cancelled
4515,240700,258.16,2024-04-24 12:39:46,Duplicate Payment
4516,240717,780.62,2025-02-11 21:30:28,Duplicate Payment
4517,240746,864.59,2024-10-22 11:38:53,Order Cancelled
4518,240805,55.91,2024-02-06 10:13:08,Service Not Rendered
4519,240812,923.06,2025-03-21 08:26:40,Product Return
4520,240820,227.16,2025-06-23 11:54:07,Service Not Rendered
4521,240934,204.18,2024-12-11 20:28:42,Product Return
4522,240954,748.11,2025-03-07 22:16:39,Service Not Rendered
4523,241000,543.43,2024-08-30 21:00:48,Service Not Rendered
4524,241017,308.54,2024-03-13 12:39:31,Service Not Rendered
4525,241071,427.69,2024-09-19 09:06:35,Merchant Error
4526,241095,288.17,2025-05-08 09:45:10,Order Cancelled
4527,241168,311.26,2024-09-24 08:48:47,Duplicate Payment
4528,241184,240.57,2025-08-02 13:16:05,Merchant Error
4529,241218,795.71,2025-12-09 19:15:46,Service Not Rendered
4530,241233,241.92,2025-01-18 12:03:59,Product Return
4531,241258,118.37,2025-08-11 20:03:41,Product Return
4532,241268,143.52,2025-07-23 12:49:59,Product Return
4533,241333,37.8,2025-10-19 00:40:29,Order Cancelled
4534,241367,700.64,2025-04-19 13:15:51,Order Cancelled
4535,241395,526.72,2025-03-30 19:37:58,Merchant Error
4536,241479,185.97,2025-12-20 20:12:17,Product Return
4537,241689,239.95,2024-06-14 20:54:51,Order Cancelled
4538,241712,155.41,2025-04-27 07:30:10,Order Cancelled
4539,241747,229.97,2024-05-29 19:09:15,Order Cancelled
4540,241748,271.13,2024-08-20 13:15:59,Product Return
4541,241765,104.72,2024-10-29 20:51:51,Order Cancelled
4542,241766,423.52,2025-08-22 08:10:22,Duplicate Payment
4543,241774,210.81,2025-05-22 13:41:01,Duplicate Payment
4544,241799,123.6,2024-09-26 11:45:15,Order Cancelled
4545,241862,208.89,2024-06-21 12:34:54,Order Cancelled
4546,241882,379.06,2024-07-19 19:08:12,Order Cancelled
4547,242015,73.71,2024-03-10 13:02:15,Product Return
4548,242017,690.92,2025-09-16 05:46:58,Product Return
4549,242064,280.23,2026-01-08 10:16:55,Order Cancelled
4550,242065,201.25,2024-12-12 08:04:13,Product Return
4551,242080,803.5,2025-06-01 20:28:00,Product Return
4552,242094,160.66,2024-05-20 18:46:35,Service Not Rendered
4553,242110,157.1,2024-11-18 09:09:09,Service Not Rendered
4554,242136,103.63,2024-03-30 13:29:33,Product Return
4555,242163,194.23,2025-04-11 23:52:32,Order Cancelled
4556,242211,498.89,2025-04-01 19:15:49,Order Cancelled
4557,242308,401.89,2024-12-03 20:23:16,Order Cancelled
4558,242325,278.02,2024-09-06 09:23:15,Order Cancelled
4559,242362,227.09,2024-03-24 10:15:38,Service Not Rendered
4560,242382,278.15,2025-02-25 06:49:43,Duplicate Payment
4561,242405,386.79,2025-09-13 23:28:40,Product Return
4562,242543,566.81,2024-06-24 15:41:46,Order Cancelled
4563,242647,107.42,2024-10-17 09:58:52,Merchant Error
4564,242648,311.58,2025-06-02 18:11:22,Duplicate Payment
4565,242726,82.72,2025-11-09 20:02:01,Service Not Rendered
4566,242832,219.84,2024-09-02 18:10:13,Merchant Error
4567,242850,550.04,2024-10-14 22:47:16,Service Not Rendered
4568,242955,443.15,2025-12-18 08:24:31,Merchant Error
4569,242999,584.03,2024-02-14 18:30:18,Service Not Rendered
4570,243015,1666.59,2024-10-14 21:47:47,Order Cancelled
4571,243040,173.12,2024-08-29 17:30:01,Product Return
4572,243211,1035.35,2024-05-08 17:43:48,Merchant Error
4573,243240,140.92,2024-12-04 15:47:54,Product Return
4574,243334,565.84,2025-08-29 14:05:29,Duplicate Payment
4575,243359,269.81,2025-12-27 13:44:29,Merchant Error
4576,243363,913.8,2024-05-18 10:41:24,Order Cancelled
4577,243364,377.71,2024-06-23 15:47:26,Order Cancelled
4578,243377,894.76,2024-11-28 15:47:01,Duplicate Payment
4579,243407,126.28,2025-04-28 10:04:24,Order Cancelled
4580,243446,141.2,2024-09-20 17:35:20,Order Cancelled
4581,243459,66.67,2024-12-24 07:01:18,Order Cancelled
4582,243514,901.74,2024-04-06 12:26:47,Product Return
4583,243544,82.65,2025-06-10 21:05:19,Merchant Error
4584,243571,145.37,2025-12-01 14:13:29,Order Cancelled
4585,243751,119.91,2025-07-02 19:23:14,Duplicate Payment
4586,243798,137.57,2025-04-14 16:25:59,Service Not Rendered
4587,243838,408.19,2025-11-09 20:35:48,Order Cancelled
4588,243892,211.1,2025-06-05 09:58:38,Service Not Rendered
4589,243907,190.35,2024-11-28 22:32:55,Service Not Rendered
4590,243921,312.39,2026-01-05 21:49:45,Service Not Rendered
4591,244143,215.95,2024-10-01 19:12:52,Duplicate Payment
4592,244181,571.44,2025-10-09 21:15:58,Order Cancelled
4593,244296,117.72,2025-04-30 13:52:44,Order Cancelled
4594,244321,195.88,2024-08-20 19:24:37,Order Cancelled
4595,244335,712.87,2024-03-11 08:25:25,Merchant Error
4596,244516,215.74,2025-08-05 19:19:31,Product Return
4597,244518,94.95,2025-04-28 20:49:21,Merchant Error
4598,244535,163.18,2024-03-01 10:00:56,Order Cancelled
4599,244540,79.38,2024-10-11 15:34:03,Merchant Error
4600,244542,159.7,2025-07-23 19:26:12,Product Return
4601,244552,216.71,2025-04-18 21:55:10,Duplicate Payment
4602,244554,136.0,2024-01-14 19:23:58,Product Return
4603,244640,212.56,2024-01-22 09:03:16,Order Cancelled
4604,244670,1120.79,2025-10-22 22:18:31,Merchant Error
4605,244707,319.75,2025-07-22 12:05:33,Merchant Error
4606,244714,243.88,2025-03-21 17:09:15,Order Cancelled
4607,244851,521.12,2024-04-21 20:24:56,Order Cancelled
4608,244879,323.28,2025-09-28 07:57:50,Product Return
4609,244898,138.59,2024-08-30 09:24:19,Product Return
4610,244911,202.04,2025-01-17 11:22:13,Order Cancelled
4611,244920,278.75,2025-12-14 18:41:37,Merchant Error
4612,244975,188.25,2025-10-16 16:48:59,Service Not Rendered
4613,245057,94.61,2024-02-01 09:08:32,Duplicate Payment
4614,245173,138.11,2025-10-03 17:49:52,Merchant Error
4615,245189,711.89,2024-09-23 13:39:47,Product Return
4616,245256,160.45,2024-09-26 10:52:16,Order Cancelled
4617,245303,130.59,2025-10-14 21:17:50,Order Cancelled
4618,245605,1796.37,2024-01-23 20:13:40,Order Cancelled
4619,245693,249.75,2024-06-01 10:56:29,Duplicate Payment
4620,245702,354.41,2024-11-20 21:31:33,Duplicate Payment
4621,245723,263.59,2025-11-16 20:44:28,Service Not Rendered
4622,245740,166.87,2025-03-11 12:11:34,Product Return
4623,245743,68.0,2025-10-16 19:38:00,Order Cancelled
4624,245758,685.59,2024-01-11 12:01:33,Merchant Error
4625,245778,167.41,2024-02-22 13:20:01,Order Cancelled
4626,245894,679.46,2024-07-12 16:37:06,Duplicate Payment
4627,245937,1382.73,2025-09-03 13:16:22,Merchant Error
4628,245947,275.78,2024-03-02 09:02:16,Merchant Error
4629,245972,187.35,2024-08-12 16:58:06,Product Return
4630,245973,56.07,2025-08-18 23:51:50,Order Cancelled
4631,246007,141.69,2024-06-13 11:49:57,Duplicate Payment
4632,246075,311.01,2025-11-08 08:27:56,Product Return
4633,246082,694.28,2024-03-28 18:59:58,Order Cancelled
4634,246087,523.86,2024-10-05 08:34:53,Order Cancelled
4635,246160,190.42,2024-07-09 09:54:00,Merchant Error
4636,246161,237.62,2025-07-05 09:53:10,Service Not Rendered
4637,246162,751.41,2025-08-03 06:03:17,Duplicate Payment
4638,246453,109.86,2025-11-18 21:02:31,Order Cancelled
4639,246553,76.34,2025-06-01 20:01:19,Merchant Error
4640,246577,452.32,2024-10-05 22:13:00,Order Cancelled
4641,246580,155.17,2025-02-25 08:35:40,Service Not Rendered
4642,246756,268.72,2025-01-23 16:28:02,Order Cancelled
4643,246771,182.07,2024-10-16 17:16:07,Order Cancelled
4644,246827,220.07,2025-01-19 17:04:11,Order Cancelled
4645,246874,464.15,2025-11-07 15:12:16,Order Cancelled
4646,246908,200.67,2025-06-20 21:40:24,Order Cancelled
4647,246949,243.98,2025-03-17 19:28:26,Order Cancelled
4648,247009,229.91,2024-10-26 17:21:07,Service Not Rendered
4649,247010,132.67,2024-10-16 17:00:44,Product Return
4650,247079,224.08,2025-03-06 17:01:51,Order Cancelled
4651,247098,372.22,2025-04-17 09:57:42,Order Cancelled
4652,247131,227.96,2025-02-16 19:29:09,Duplicate Payment
4653,247171,338.2,2025-04-11 06:32:04,Merchant Error
4654,247182,715.48,2025-12-22 19:53:39,Product Return
4655,247204,101.33,2025-07-23 05:04:05,Order Cancelled
4656,247218,307.12,2025-08-16 09:18:53,Order Cancelled
4657,247247,343.43,2025-07-15 08:19:51,Product Return
4658,247253,179.94,2025-08-04 19:10:26,Order Cancelled
4659,247359,611.3,2025-03-06 11:37:36,Duplicate Payment
4660,247498,152.35,2024-04-16 12:48:14,Duplicate Payment
4661,247522,330.61,2024-11-15 09:14:52,Product Return
4662,247693,130.68,2024-12-09 19:34:32,Merchant Error
4663,247750,221.42,2024-01-17 08:53:06,Product Return
4664,247789,383.0,2024-07-27 08:58:41,Service Not Rendered
4665,247868,414.88,2025-04-16 08:34:32,Product Return
4666,247889,133.62,2024-02-18 12:16:40,Service Not Rendered
4667,247891,271.38,2025-06-14 18:34:00,Product Return
4668,247940,116.9,2026-01-01 22:08:03,Product Return
4669,247943,217.17,2025-08-20 16:05:42,Merchant Error
4670,248007,320.37,2024-04-30 20:00:24,Order Cancelled
4671,248040,117.95,2024-10-21 12:53:00,Order Cancelled
4672,248078,208.06,2024-12-11 14:07:30,Service Not Rendered
4673,248173,426.47,2025-12-04 17:59:31,Order Cancelled
4674,248175,182.53,2024-07-12 08:31:35,Merchant Error
4675,248181,112.12,2024-04-03 00:35:13,Order Cancelled
4676,248184,137.0,2025-10-27 12:42:33,Order Cancelled
4677,248214,171.36,2024-10-15 17:17:30,Product Return
4678,248241,224.63,2024-02-07 11:45:35,Merchant Error
4679,248279,114.47,2024-05-26 11:15:21,Order Cancelled
4680,248285,304.07,2024-07-31 09:38:36,Order Cancelled
4681,248332,314.83,2024-05-18 19:37:45,Order Cancelled
4682,248426,64.78,2025-08-13 23:43:27,Product Return
4683,248476,570.76,2024-01-14 21:21:13,Order Cancelled
4684,248499,507.06,2025-11-02 13:48:37,Merchant Error
4685,248564,277.95,2024-02-21 12:15:11,Service Not Rendered
4686,248614,445.07,2024-11-05 21:50:15,Merchant Error
4687,248634,543.99,2025-11-19 09:14:57,Product Return
4688,248658,206.04,2024-12-01 07:38:53,Service Not Rendered
4689,248661,462.44,2024-05-20 16:54:45,Service Not Rendered
4690,248719,870.53,2025-11-25 13:26:55,Product Return
4691,248843,365.61,2025-11-06 18:50:18,Duplicate Payment
4692,248904,527.56,2024-11-07 14:21:39,Service Not Rendered
4693,248973,306.95,2024-11-15 19:11:18,Order Cancelled
4694,249010,305.2,2024-08-17 14:07:42,Product Return
4695,249031,472.85,2025-01-10 22:00:29,Order Cancelled
4696,249085,386.87,2025-07-26 17:41:27,Duplicate Payment
4697,249092,531.15,2025-12-25 11:08:31,Merchant Error
4698,249215,429.43,2024-12-16 20:35:21,Order Cancelled
4699,249239,153.45,2025-11-24 15:15:14,Duplicate Payment
4700,249360,100.23,2025-11-28 18:09:33,Order Cancelled
4701,249365,384.0,2025-07-22 18:33:46,Service Not Rendered
4702,249479,384.07,2024-10-22 11:14:59,Order Cancelled
4703,249496,391.9,2024-11-25 10:44:24,Order Cancelled
4704,249502,473.27,2025-06-02 06:48:05,Duplicate Payment
4705,249531,127.36,2025-02-09 18:11:55,Order Cancelled
4706,249564,751.96,2024-03-28 08:45:01,Merchant Error
4707,249595,458.6,2025-02-02 20:30:49,Order Cancelled
4708,249625,87.36,2024-04-11 21:40:12,Product Return
4709,249722,160.93,2024-09-23 12:16:14,Order Cancelled
4710,249757,409.74,2024-10-06 21:13:20,Product Return
4711,249929,176.46,2025-04-15 16:39:28,Product Return
4712,249949,172.55,2025-09-02 08:35:57,Product Return
4713,250066,87.5,2024-02-28 21:42:20,Order Cancelled
4714,250090,114.62,2024-11-30 21:44:55,Duplicate Payment
4715,250102,353.09,2025-01-23 09:45:47,Merchant Error
4716,250153,187.75,2025-06-15 12:46:50,Order Cancelled
4717,250207,233.18,2025-08-17 12:48:45,Product Return
4718,250240,348.77,2024-06-13 17:48:42,Product Return
4719,250270,160.35,2024-06-05 10:55:24,Merchant Error
4720,250281,366.06,2024-03-16 11:29:37,Order Cancelled
4721,250366,364.92,2024-05-21 12:12:08,Order Cancelled
4722,250371,134.03,2024-06-30 21:33:15,Product Return
4723,250492,152.07,2025-11-12 10:11:04,Merchant Error
4724,250605,419.9,2024-07-05 20:05:29,Order Cancelled
4725,250671,663.77,2024-11-01 16:11:02,Product Return
4726,250704,634.9,2024-03-04 16:35:00,Order Cancelled
4727,250779,598.73,2024-11-14 07:40:43,Order Cancelled
4728,250798,422.83,2024-11-24 09:12:00,Merchant Error
4729,250882,1064.04,2024-04-20 13:16:01,Order Cancelled
4730,250975,145.93,2025-04-30 07:38:06,Order Cancelled
4731,251005,142.68,2025-05-26 12:30:21,Order Cancelled
4732,251085,250.5,2025-06-14 06:57:30,Order Cancelled
4733,251106,83.09,2024-02-21 15:12:12,Order Cancelled
4734,251109,290.21,2025-11-29 21:45:38,Merchant Error
4735,251165,219.57,2024-05-15 21:30:05,Order Cancelled
4736,251201,804.22,2024-07-03 09:33:35,Order Cancelled
4737,251225,228.47,2024-10-16 00:45:21,Product Return
4738,251254,395.53,2025-10-01 08:16:42,Order Cancelled
4739,251293,94.91,2025-05-14 12:16:44,Order Cancelled
4740,251299,68.61,2024-12-30 11:08:56,Order Cancelled
4741,251301,64.62,2024-07-04 16:09:03,Product Return
4742,251332,584.04,2024-12-26 09:57:27,Product Return
4743,251390,130.11,2025-10-18 09:44:13,Duplicate Payment
4744,251521,287.47,2024-06-05 12:38:01,Order Cancelled
4745,251563,608.73,2024-11-05 11:03:31,Merchant Error
4746,251567,550.14,2025-01-23 21:29:15,Product Return
4747,251583,213.47,2025-04-29 11:29:16,Product Return
4748,251595,189.07,2024-05-22 22:25:03,Duplicate Payment
4749,251731,448.91,2024-02-07 15:04:29,Order Cancelled
4750,251776,235.68,2025-05-06 21:51:04,Product Return
4751,251806,636.39,2024-11-11 22:52:55,Product Return
4752,251818,1676.53,2025-03-04 16:02:59,Order Cancelled
4753,251872,249.2,2025-02-12 20:56:44,Product Return
4754,251876,123.48,2025-09-13 23:37:18,Order Cancelled
4755,251951,214.89,2024-10-05 07:09:29,Service Not Rendered
4756,251963,464.65,2025-02-26 12:17:44,Order Cancelled
4757,252016,141.84,2025-11-07 13:17:57,Service Not Rendered
4758,252126,255.12,2025-11-08 23:42:28,Product Return
4759,252173,237.01,2025-10-25 12:01:29,Merchant Error
4760,252245,880.19,2025-04-21 11:28:38,Product Return
4761,252321,208.39,2025-07-18 18:46:40,Product Return
4762,252480,627.25,2025-04-02 19:40:53,Order Cancelled
4763,252557,391.82,2024-03-22 18:48:58,Order Cancelled
4764,252671,271.81,2025-02-28 11:51:45,Service Not Rendered
4765,252871,369.23,2024-06-06 19:15:48,Product Return
4766,252944,285.62,2024-06-19 17:26:21,Merchant Error
4767,253208,52.34,2024-07-16 09:45:30,Duplicate Payment
4768,253238,501.39,2024-12-27 22:17:35,Duplicate Payment
4769,253256,122.2,2024-05-04 10:55:44,Order Cancelled
4770,253275,409.65,2025-10-19 23:32:34,Merchant Error
4771,253387,125.33,2025-09-25 15:08:39,Duplicate Payment
4772,253418,148.78,2024-12-28 12:55:26,Product Return
4773,253420,221.57,2025-08-03 18:33:27,Order Cancelled
4774,253442,121.76,2024-10-20 13:06:45,Duplicate Payment
4775,253470,183.18,2024-05-05 12:58:45,Product Return
4776,253484,118.46,2024-05-21 08:40:06,Product Return
4777,253521,43.68,2025-11-15 00:08:32,Order Cancelled
4778,253554,683.06,2025-12-05 17:25:40,Product Return
4779,253585,64.62,2024-06-21 22:21:39,Merchant Error
4780,253654,347.71,2025-08-11 13:04:15,Service Not Rendered
4781,253676,177.73,2024-11-24 20:29:07,Duplicate Payment
4782,253713,239.32,2025-11-26 21:13:38,Product Return
4783,253726,151.71,2024-05-16 10:39:38,Order Cancelled
4784,253783,402.95,2024-12-19 14:14:49,Service Not Rendered
4785,253906,177.66,2025-12-14 13:08:18,Product Return
4786,254017,160.29,2025-07-30 10:42:02,Order Cancelled
4787,254020,373.42,2026-01-02 22:55:41,Order Cancelled
4788,254031,745.25,2025-06-20 10:50:27,Order Cancelled
4789,254072,192.48,2025-11-18 17:24:53,Product Return
4790,254127,348.92,2024-03-20 09:30:54,Order Cancelled
4791,254194,413.42,2024-11-22 10:05:25,Product Return
4792,254357,202.73,2025-08-19 12:21:59,Product Return
4793,254390,56.42,2025-05-29 18:14:19,Product Return
4794,254477,387.56,2025-02-15 00:14:58,Product Return
4795,254544,488.28,2024-04-10 22:15:37,Product Return
4796,254626,253.07,2025-02-17 07:42:53,Order Cancelled
4797,254707,278.46,2025-04-23 23:40:39,Product Return
4798,254730,54.92,2025-10-26 19:24:47,Order Cancelled
4799,254813,113.71,2024-06-07 12:55:06,Order Cancelled
4800,254863,251.76,2024-10-18 08:50:33,Duplicate Payment
4801,254878,389.03,2025-08-20 14:22:23,Order Cancelled
4802,254926,599.47,2024-03-16 22:49:14,Service Not Rendered
4803,254953,385.76,2025-05-16 11:24:48,Merchant Error
4804,254970,386.02,2024-01-31 10:50:34,Product Return
4805,255012,444.3,2025-10-26 08:35:54,Order Cancelled
4806,255050,566.48,2024-03-14 12:06:30,Merchant Error
4807,255244,1149.75,2025-04-07 14:19:59,Order Cancelled
4808,255282,748.34,2024-11-27 13:34:47,Product Return
4809,255299,360.27,2024-11-26 13:02:17,Merchant Error
4810,255617,84.8,2024-08-12 20:15:47,Duplicate Payment
4811,255621,386.52,2025-11-13 09:05:59,Product Return
4812,255695,186.49,2025-03-10 13:21:15,Order Cancelled
4813,255703,395.12,2024-10-10 16:13:16,Product Return
4814,255732,420.76,2025-12-26 16:40:44,Product Return
4815,255745,122.64,2024-11-06 02:22:43,Order Cancelled
4816,255754,498.6,2024-02-07 00:17:38,Product Return
4817,255767,164.82,2024-02-07 15:51:57,Service Not Rendered
4818,255773,133.76,2024-10-10 11:31:03,Order Cancelled
4819,255878,246.18,2024-02-19 09:34:02,Merchant Error
