device_id,user_id,device_type,primary_network
7358,6226,Android,4G
7359,6227,Android,4G
7360,6228,iOS,5G
7361,6229,Android,5G
7362,6230,Android,5G
7363,6231,iOS,5G
7364,6232,Android,4G
7365,6233,iOS,5G
7366,6234,Android,4G
7367,6235,Android,4G
7368,6236,iOS,WiFi
7369,6237,Android,4G
7370,6237,Android,5G
7371,6238,iOS,5G
7372,6239,Android,4G
7373,6239,Android,4G
7374,6240,Android,5G
7375,6241,Android,5G
7376,6241,Android,4G
7377,6242,Android,5G
7378,6242,Android,3G
7379,6243,Web,WiFi
7380,6244,Android,5G
7381,6245,Android,5G
7382,6246,Android,4G
7383,6246,Android,5G
7384,6247,Android,WiFi
7385,6248,Android,4G
7386,6248,Android,4G
7387,6249,iOS,5G
7388,6250,Android,4G
7389,6251,Android,4G
7390,6252,Android,4G
7391,6252,iOS,4G
7392,6253,Android,4G
7393,6254,Web,5G
7394,6255,Android,WiFi
7395,6256,Android,5G
7396,6257,Android,5G
7397,6258,Android,WiFi
7398,6259,Android,4G
7399,6260,Android,5G
7400,6260,Android,4G
7401,6261,Android,4G
7402,6262,Android,4G
7403,6263,Android,4G
7404,6264,Android,5G
7405,6265,Android,5G
7406,6266,Android,4G
7407,6267,Android,4G
7408,6268,Android,5G
7409,6269,Android,4G
7410,6270,iOS,WiFi
7411,6271,Android,WiFi
7412,6272,iOS,WiFi
7413,6273,iOS,4G
7414,6273,Android,5G
7415,6274,iOS,WiFi
7416,6275,Android,WiFi
7417,6276,iOS,5G
7418,6277,Android,3G
7419,6277,iOS,4G
7420,6278,Android,WiFi
7421,6278,iOS,4G
7422,6279,Android,4G
7423,6280,iOS,WiFi
7424,6281,Android,4G
7425,6281,Android,4G
7426,6282,Android,4G
7427,6283,Android,5G
7428,6284,Android,4G
7429,6285,Android,WiFi
7430,6286,Android,4G
7431,6287,Android,5G
7432,6288,iOS,5G
7433,6289,Android,WiFi
7434,6290,Android,WiFi
7435,6290,Android,4G
7436,6291,Android,4G
7437,6291,Android,4G
7438,6292,Android,5G
7439,6293,Android,4G
7440,6293,Android,5G
7441,6294,Android,5G
7442,6295,Android,3G
7443,6296,iOS,5G
7444,6297,iOS,4G
7445,6298,Android,5G
7446,6299,Android,4G
7447,6300,iOS,5G
7448,6301,Android,4G
7449,6301,Android,5G
7450,6302,Android,4G
7451,6303,Android,4G
7452,6304,Android,3G
7453,6304,iOS,3G
7454,6305,Android,WiFi
7455,6306,iOS,4G
7456,6307,Android,4G
7457,6308,Android,4G
7458,6309,Android,5G
7459,6309,Web,5G
7460,6310,Android,5G
7461,6311,Android,WiFi
7462,6312,iOS,5G
7463,6313,Android,5G
7464,6314,Android,5G
7465,6315,Android,3G
7466,6316,Android,4G
7467,6316,Android,4G
7468,6317,Android,WiFi
7469,6318,Android,4G
7470,6319,Android,4G
7471,6320,Android,4G
7472,6321,Web,4G
7473,6322,Android,5G
7474,6322,Android,5G
7475,6323,Android,5G
7476,6324,iOS,5G
7477,6325,Android,WiFi
7478,6326,Android,WiFi
7479,6327,Android,5G
7480,6328,Android,5G
7481,6329,Android,4G
7482,6330,Android,5G
7483,6331,Android,4G
7484,6332,Android,4G
7485,6333,Android,5G
7486,6334,Android,5G
7487,6335,Android,4G
7488,6336,iOS,4G
7489,6337,Android,5G
7490,6338,Android,4G
7491,6339,Android,WiFi
7492,6340,Android,5G
7493,6341,Android,5G
7494,6342,Android,4G
7495,6343,iOS,5G
7496,6344,Android,4G
7497,6344,Android,4G
7498,6345,Web,5G
7499,6346,Android,5G
7500,6346,Android,WiFi
7501,6347,Android,5G
7502,6347,Android,5G
7503,6348,Android,5G
7504,6349,iOS,WiFi
7505,6350,Android,WiFi
7506,6351,iOS,5G
7507,6352,Android,5G
7508,6353,Android,4G
7509,6353,Android,4G
7510,6354,iOS,4G
7511,6355,Android,5G
7512,6355,Android,WiFi
7513,6356,Android,WiFi
7514,6356,iOS,5G
7515,6357,Android,5G
7516,6358,Android,5G
7517,6359,Android,4G
7518,6360,Android,4G
7519,6361,Android,5G
7520,6362,Android,4G
7521,6363,Android,4G
7522,6364,Android,4G
7523,6365,Android,4G
7524,6366,Android,WiFi
7525,6367,iOS,WiFi
7526,6368,iOS,4G
7527,6369,iOS,4G
7528,6370,Android,5G
7529,6371,iOS,5G
7530,6372,Android,WiFi
7531,6373,Android,5G
7532,6374,Android,5G
7533,6375,Android,5G
7534,6376,Android,4G
7535,6377,Android,5G
7536,6378,Android,4G
7537,6379,Android,WiFi
7538,6380,Android,4G
7539,6380,Android,4G
7540,6381,Web,5G
7541,6382,Android,4G
7542,6383,Android,4G
7543,6384,iOS,5G
7544,6384,Android,5G
7545,6385,Android,WiFi
7546,6386,iOS,5G
7547,6387,Android,5G
7548,6388,Android,5G
7549,6389,Android,4G
7550,6390,iOS,4G
7551,6390,Android,5G
7552,6391,Web,5G
7553,6392,Android,5G
7554,6393,Android,5G
7555,6394,iOS,5G
7556,6395,Android,5G
7557,6396,Android,4G
7558,6397,Android,4G
7559,6398,Android,5G
7560,6399,Android,5G
7561,6400,iOS,4G
7562,6401,Android,WiFi
7563,6402,Android,4G
7564,6403,Android,5G
7565,6404,Android,WiFi
7566,6405,Android,4G
7567,6406,Android,4G
7568,6407,Android,5G
7569,6408,Android,WiFi
7570,6408,Android,4G
7571,6409,Android,5G
7572,6410,iOS,4G
7573,6411,Android,5G
7574,6412,Android,4G
7575,6413,Android,5G
7576,6413,iOS,4G
7577,6414,Android,4G
7578,6414,Android,4G
7579,6415,Android,4G
7580,6415,iOS,3G
7581,6416,Android,WiFi
7582,6416,Android,5G
7583,6417,Android,5G
7584,6418,Android,5G
7585,6419,Android,4G
7586,6420,Android,5G
7587,6420,Android,4G
7588,6421,Android,5G
7589,6421,Web,4G
7590,6422,Android,4G
7591,6423,Android,5G
7592,6423,Android,4G
7593,6424,Android,5G
7594,6425,Android,4G
7595,6426,Android,4G
7596,6427,iOS,5G
7597,6428,Android,4G
7598,6429,Web,WiFi
7599,6429,Android,5G
7600,6430,Android,3G
7601,6430,Android,4G
7602,6431,Android,4G
7603,6431,Android,WiFi
7604,6432,Android,4G
7605,6432,Android,4G
7606,6433,Android,4G
7607,6433,iOS,4G
7608,6434,Android,WiFi
7609,6435,Android,4G
7610,6436,Android,WiFi
7611,6437,Android,WiFi
7612,6438,Android,4G
7613,6439,Android,5G
7614,6440,Android,5G
7615,6441,Android,5G
7616,6442,Android,5G
7617,6443,Android,4G
7618,6444,Android,3G
7619,6445,iOS,4G
7620,6446,Android,4G
7621,6447,Android,4G
7622,6448,Android,5G
7623,6449,iOS,WiFi
7624,6450,Android,5G
7625,6451,Android,4G
7626,6452,iOS,4G
7627,6452,Web,WiFi
7628,6453,Android,4G
7629,6454,Android,WiFi
7630,6454,Android,4G
7631,6455,Android,WiFi
7632,6456,Android,WiFi
7633,6456,iOS,4G
7634,6457,Android,WiFi
7635,6457,Android,4G
7636,6458,Android,4G
7637,6459,iOS,5G
7638,6460,Android,5G
7639,6461,Android,4G
7640,6462,Android,4G
7641,6463,Android,4G
7642,6464,Android,5G
7643,6465,Android,4G
7644,6466,Android,5G
7645,6467,Android,5G
7646,6468,Android,4G
7647,6468,iOS,4G
7648,6469,Android,4G
7649,6470,Android,4G
7650,6471,Android,4G
7651,6472,Android,4G
7652,6473,Android,4G
7653,6474,Android,4G
7654,6475,Android,4G
7655,6476,Android,4G
7656,6477,Android,4G
7657,6478,Android,5G
7658,6479,Android,WiFi
7659,6480,iOS,4G
7660,6481,Android,4G
7661,6482,Android,4G
7662,6483,Android,4G
7663,6484,Android,5G
7664,6485,iOS,5G
7665,6486,Android,5G
7666,6486,Android,WiFi
7667,6487,Android,4G
7668,6488,Android,5G
7669,6489,iOS,WiFi
7670,6490,iOS,4G
7671,6491,Android,4G
7672,6491,iOS,5G
7673,6492,iOS,4G
7674,6493,Android,WiFi
7675,6494,Android,4G
7676,6495,Android,WiFi
7677,6495,Android,5G
7678,6496,iOS,4G
7679,6497,Web,5G
7680,6498,Android,5G
7681,6499,Android,4G
7682,6500,Android,4G
7683,6501,Android,5G
7684,6501,Android,WiFi
7685,6502,Android,WiFi
7686,6503,Android,4G
7687,6503,Android,4G
7688,6504,Android,4G
7689,6505,Android,5G
7690,6506,Android,5G
7691,6507,Android,4G
7692,6508,Android,WiFi
7693,6509,Android,4G
7694,6510,Android,4G
7695,6511,Android,4G
7696,6512,iOS,5G
7697,6512,Android,4G
7698,6513,Android,4G
7699,6513,iOS,5G
7700,6514,Android,4G
7701,6515,Android,4G
7702,6515,Android,4G
7703,6516,iOS,4G
7704,6517,Android,5G
7705,6518,Android,3G
7706,6519,Android,3G
7707,6520,Android,4G
7708,6521,Android,4G
7709,6522,iOS,4G
7710,6522,Android,3G
7711,6523,Android,WiFi
7712,6523,Android,3G
7713,6524,Android,4G
7714,6524,iOS,WiFi
7715,6525,Android,WiFi
7716,6526,iOS,5G
7717,6526,Android,5G
7718,6527,Android,WiFi
7719,6528,Android,5G
7720,6529,Android,4G
7721,6530,Android,5G
7722,6531,Android,WiFi
7723,6532,iOS,5G
7724,6533,Android,4G
7725,6533,Android,4G
7726,6534,Android,4G
7727,6535,iOS,4G
7728,6535,Android,5G
7729,6536,iOS,5G
7730,6537,Android,5G
7731,6537,Android,4G
7732,6538,Web,WiFi
7733,6539,Android,4G
7734,6540,Android,5G
7735,6540,iOS,5G
7736,6541,Android,4G
7737,6542,Android,WiFi
7738,6543,iOS,WiFi
7739,6544,Android,5G
7740,6544,Android,4G
7741,6545,Android,4G
7742,6546,Android,4G
7743,6547,Android,4G
7744,6547,iOS,4G
7745,6548,iOS,5G
7746,6549,Android,WiFi
7747,6550,Android,4G
7748,6551,Android,3G
7749,6552,Android,5G
7750,6552,Web,WiFi
7751,6553,Android,3G
7752,6553,Android,5G
7753,6554,Android,4G
7754,6555,iOS,4G
7755,6556,Android,4G
7756,6557,Android,5G
7757,6558,Android,5G
7758,6558,Android,4G
7759,6559,Android,5G
7760,6559,Android,4G
7761,6560,iOS,5G
7762,6561,Android,WiFi
7763,6562,Android,4G
7764,6563,Android,WiFi
7765,6564,Android,WiFi
7766,6564,Web,4G
7767,6565,Web,4G
7768,6566,Android,4G
7769,6567,iOS,3G
7770,6567,iOS,4G
7771,6568,iOS,4G
7772,6569,Android,4G
7773,6569,Android,4G
7774,6570,Android,WiFi
7775,6571,Android,WiFi
7776,6572,Android,WiFi
7777,6573,iOS,4G
7778,6574,Android,4G
7779,6575,Android,4G
7780,6576,Android,4G
7781,6577,Android,5G
7782,6578,Android,4G
7783,6578,Android,4G
7784,6579,iOS,4G
7785,6580,iOS,4G
7786,6581,Android,3G
7787,6582,iOS,WiFi
7788,6583,iOS,WiFi
7789,6583,Android,5G
7790,6584,Android,4G
7791,6585,Android,5G
7792,6586,Android,4G
7793,6587,iOS,5G
7794,6588,Android,5G
7795,6589,iOS,5G
7796,6589,Android,4G
7797,6590,Android,5G
7798,6591,Android,4G
7799,6592,Android,WiFi
7800,6592,Android,4G
7801,6593,Android,WiFi
7802,6594,Android,5G
7803,6595,Android,4G
7804,6596,Android,4G
7805,6597,Android,4G
7806,6598,Android,5G
7807,6599,Android,4G
7808,6600,Android,4G
7809,6600,Android,5G
7810,6601,Android,5G
7811,6602,iOS,5G
7812,6603,Android,WiFi
7813,6603,Android,3G
7814,6604,Android,3G
7815,6605,Android,5G
7816,6606,Android,5G
7817,6607,Web,4G
7818,6608,Android,WiFi
7819,6609,iOS,5G
7820,6610,Android,5G
7821,6610,Android,4G
7822,6611,Android,4G
7823,6612,Android,4G
7824,6612,iOS,4G
7825,6613,iOS,5G
7826,6614,Android,WiFi
7827,6615,iOS,4G
7828,6616,Android,5G
7829,6616,Android,4G
7830,6617,Android,5G
7831,6618,Android,4G
7832,6619,Android,WiFi
7833,6620,Android,4G
7834,6621,Android,4G
7835,6622,Android,4G
7836,6623,Android,WiFi
7837,6624,iOS,4G
7838,6624,Android,5G
7839,6625,Android,3G
7840,6626,Android,WiFi
7841,6627,iOS,4G
7842,6628,Android,WiFi
7843,6629,Android,4G
7844,6629,Android,WiFi
7845,6630,Web,4G
7846,6630,Android,WiFi
7847,6631,iOS,4G
7848,6632,Android,5G
7849,6632,Android,4G
7850,6633,Android,5G
7851,6634,Android,WiFi
7852,6634,Android,4G
7853,6635,iOS,4G
7854,6636,Android,WiFi
7855,6637,iOS,4G
7856,6638,Android,WiFi
7857,6638,Android,4G
7858,6639,iOS,WiFi
7859,6640,Android,4G
7860,6640,Web,4G
7861,6641,Android,4G
7862,6642,Android,5G
7863,6643,Android,4G
7864,6644,Android,4G
7865,6644,Android,4G
7866,6645,Android,WiFi
7867,6646,Android,5G
7868,6647,Android,WiFi
7869,6648,Android,4G
7870,6649,Android,WiFi
7871,6650,Android,3G
7872,6651,Android,WiFi
7873,6652,Android,4G
7874,6653,Android,WiFi
7875,6654,iOS,5G
7876,6655,iOS,5G
7877,6656,Android,4G
7878,6657,Android,WiFi
7879,6658,Android,4G
7880,6658,Android,4G
7881,6659,Android,5G
7882,6660,Web,4G
7883,6661,Android,5G
7884,6662,iOS,WiFi
7885,6663,Android,5G
7886,6663,Android,4G
7887,6664,Web,3G
7888,6665,Android,4G
7889,6666,Android,WiFi
7890,6667,Android,4G
7891,6668,iOS,4G
7892,6669,Web,WiFi
7893,6670,Android,WiFi
7894,6671,Android,3G
7895,6672,iOS,4G
7896,6673,Android,4G
7897,6674,Android,WiFi
7898,6675,Android,4G
7899,6676,Android,4G
7900,6677,Android,WiFi
7901,6678,Android,4G
7902,6679,iOS,5G
7903,6679,Android,4G
7904,6680,Android,5G
7905,6680,Android,WiFi
7906,6681,Android,5G
7907,6682,iOS,5G
7908,6683,Android,5G
7909,6684,iOS,4G
7910,6685,Android,5G
7911,6685,Android,5G
7912,6686,Android,WiFi
7913,6687,Android,WiFi
7914,6688,Android,4G
7915,6688,Android,5G
7916,6689,Android,WiFi
7917,6690,Android,5G
7918,6691,Android,5G
7919,6692,Android,4G
7920,6693,Android,4G
7921,6694,Android,5G
7922,6694,Android,4G
7923,6695,Android,4G
7924,6695,Android,5G
7925,6696,Android,WiFi
7926,6696,Android,5G
7927,6697,Android,5G
7928,6698,Android,4G
7929,6698,Android,4G
7930,6699,iOS,5G
7931,6700,Android,WiFi
7932,6701,Android,WiFi
7933,6702,Android,5G
7934,6702,Android,4G
7935,6703,Android,WiFi
7936,6704,Android,4G
7937,6705,Android,5G
7938,6706,Android,4G
7939,6707,Android,WiFi
7940,6708,Android,4G
7941,6709,Android,WiFi
7942,6710,Android,5G
7943,6710,Android,3G
7944,6711,Android,4G
7945,6712,Android,WiFi
7946,6713,iOS,4G
7947,6714,Android,WiFi
7948,6715,Android,5G
7949,6716,Android,5G
7950,6717,Android,4G
7951,6718,Android,5G
7952,6719,iOS,4G
7953,6719,Android,4G
7954,6720,iOS,4G
7955,6721,Android,5G
7956,6722,iOS,5G
7957,6722,Android,4G
7958,6723,Android,4G
7959,6724,Android,5G
7960,6725,iOS,5G
7961,6726,Android,4G
7962,6727,iOS,WiFi
7963,6728,Android,5G
7964,6729,Android,4G
7965,6730,Android,5G
7966,6730,Android,4G
7967,6731,Android,5G
7968,6732,Android,4G
7969,6733,Android,WiFi
7970,6734,Android,4G
7971,6735,Android,4G
7972,6736,Android,WiFi
7973,6737,Android,5G
7974,6738,Android,WiFi
7975,6738,Android,5G
7976,6739,Android,3G
7977,6740,Android,4G
7978,6741,Android,WiFi
7979,6742,iOS,WiFi
7980,6743,Android,WiFi
7981,6744,Android,4G
7982,6745,Android,WiFi
7983,6746,Android,4G
7984,6746,Android,5G
7985,6747,Android,WiFi
7986,6748,Android,5G
7987,6748,Android,5G
7988,6749,Android,4G
7989,6749,Android,4G
7990,6750,Android,WiFi
7991,6751,Android,4G
7992,6752,Android,4G
7993,6753,iOS,4G
7994,6754,Android,WiFi
7995,6754,Android,4G
7996,6755,Android,WiFi
7997,6756,Web,4G
7998,6756,Android,4G
7999,6757,Web,4G
8000,6757,Android,5G
8001,6758,Android,4G
8002,6759,iOS,5G
8003,6760,Android,4G
8004,6761,Android,4G
8005,6762,Android,4G
8006,6762,Android,4G
8007,6763,Android,4G
8008,6764,Android,WiFi
8009,6765,iOS,WiFi
8010,6766,Android,5G
8011,6767,Android,WiFi
8012,6767,Android,4G
8013,6768,Android,5G
8014,6769,Android,4G
8015,6770,Android,5G
8016,6770,Android,4G
8017,6771,Android,4G
8018,6772,iOS,4G
8019,6773,Android,5G
8020,6774,Android,4G
8021,6775,Android,WiFi
8022,6776,Android,4G
8023,6776,Android,4G
8024,6777,Android,WiFi
8025,6778,Android,5G
8026,6779,Android,5G
8027,6780,Android,4G
8028,6781,Android,4G
8029,6782,iOS,4G
8030,6782,Android,4G
8031,6783,Android,4G
8032,6784,Android,4G
8033,6785,Android,5G
8034,6786,Android,4G
8035,6787,iOS,5G
8036,6788,Android,WiFi
8037,6789,Android,4G
8038,6789,Android,WiFi
8039,6790,Web,3G
8040,6791,iOS,4G
8041,6792,Web,5G
8042,6793,Web,4G
8043,6794,iOS,4G
8044,6795,Android,4G
8045,6796,Android,5G
8046,6797,Android,4G
8047,6798,Android,4G
8048,6799,iOS,4G
8049,6800,Android,WiFi
8050,6801,Android,5G
8051,6801,Android,4G
8052,6802,Android,4G
8053,6803,Android,4G
8054,6804,Android,WiFi
8055,6804,Android,4G
8056,6805,iOS,4G
8057,6806,Android,4G
8058,6807,iOS,5G
8059,6807,Android,5G
8060,6808,Android,4G
8061,6809,Android,4G
8062,6809,Android,5G
8063,6810,iOS,5G
8064,6811,Android,4G
8065,6811,Android,5G
8066,6812,Android,4G
8067,6813,iOS,WiFi
8068,6813,iOS,WiFi
8069,6814,Android,4G
8070,6815,Android,4G
8071,6816,Android,WiFi
8072,6816,iOS,4G
8073,6817,Android,5G
8074,6818,iOS,5G
8075,6819,Android,5G
8076,6820,Android,3G
8077,6820,Web,WiFi
8078,6821,Android,WiFi
8079,6822,Android,WiFi
8080,6823,Android,4G
8081,6824,Android,5G
8082,6825,Android,3G
8083,6826,Android,WiFi
8084,6827,Android,4G
8085,6827,Android,5G
8086,6828,Android,4G
8087,6829,iOS,5G
8088,6830,iOS,5G
8089,6831,Android,4G
8090,6831,Android,5G
8091,6832,iOS,5G
8092,6832,Android,4G
8093,6833,Android,5G
8094,6834,Android,5G
8095,6834,iOS,4G
8096,6835,iOS,5G
8097,6836,Android,4G
8098,6837,Android,WiFi
8099,6838,Android,4G
8100,6838,iOS,5G
8101,6839,Android,WiFi
8102,6839,Android,5G
8103,6840,Android,4G
8104,6840,Android,5G
8105,6841,Android,4G
8106,6842,iOS,4G
8107,6843,Android,5G
8108,6844,Android,5G
8109,6845,iOS,WiFi
8110,6846,Android,4G
8111,6847,Android,4G
8112,6848,Android,4G
8113,6849,Android,5G
8114,6850,Android,5G
8115,6851,Android,WiFi
8116,6852,Android,3G
8117,6853,Android,5G
8118,6854,Android,5G
8119,6855,Android,WiFi
8120,6856,iOS,4G
8121,6857,iOS,4G
8122,6858,Android,4G
8123,6859,Android,4G
8124,6860,Android,4G
8125,6861,Android,4G
8126,6862,Android,WiFi
8127,6863,Android,WiFi
8128,6864,Android,5G
8129,6865,Android,WiFi
8130,6866,Android,4G
8131,6867,Android,5G
8132,6868,iOS,5G
8133,6868,Android,4G
8134,6869,Android,5G
8135,6870,Android,WiFi
8136,6870,Android,5G
8137,6871,Android,5G
8138,6872,iOS,5G
8139,6872,Android,WiFi
8140,6873,Android,5G
8141,6874,Android,WiFi
8142,6874,Android,4G
8143,6875,Android,4G
8144,6875,iOS,5G
8145,6876,Android,5G
8146,6877,Android,5G
8147,6878,Android,4G
8148,6879,iOS,5G
8149,6879,Android,5G
8150,6880,Android,5G
8151,6881,iOS,5G
8152,6881,Android,4G
8153,6882,Android,4G
8154,6883,iOS,5G
8155,6884,iOS,5G
8156,6885,iOS,5G
8157,6886,iOS,4G
8158,6887,iOS,5G
8159,6887,Android,4G
8160,6888,Android,4G
8161,6889,Android,WiFi
8162,6890,Android,5G
8163,6890,iOS,4G
8164,6891,Android,5G
8165,6891,Android,WiFi
8166,6892,Android,5G
8167,6893,Android,4G
8168,6893,Android,5G
8169,6894,iOS,WiFi
8170,6895,Android,4G
8171,6896,Android,4G
8172,6897,Android,WiFi
8173,6897,Android,5G
8174,6898,Android,5G
8175,6899,Android,4G
8176,6900,iOS,WiFi
8177,6900,Android,4G
8178,6901,Android,4G
8179,6902,Android,5G
8180,6903,iOS,5G
8181,6904,Android,4G
8182,6905,Android,5G
8183,6906,Android,5G
8184,6907,Android,5G
8185,6908,iOS,4G
8186,6908,iOS,4G
8187,6909,Android,4G
8188,6910,Android,4G
8189,6911,Web,WiFi
8190,6912,Android,4G
8191,6913,Android,WiFi
8192,6913,Web,4G
8193,6914,Android,WiFi
8194,6914,Android,4G
8195,6915,Android,WiFi
8196,6916,Android,4G
8197,6917,Android,4G
8198,6918,Android,4G
8199,6919,Android,4G
8200,6920,Web,WiFi
8201,6921,Android,5G
8202,6922,Android,WiFi
8203,6923,Android,4G
8204,6924,iOS,4G
8205,6925,iOS,5G
8206,6925,Android,WiFi
8207,6926,Android,4G
8208,6926,Android,5G
8209,6927,Android,4G
8210,6928,Android,5G
8211,6929,Android,4G
8212,6930,iOS,5G
8213,6931,Android,4G
8214,6932,iOS,5G
8215,6933,Android,4G
8216,6933,Android,5G
8217,6934,Android,WiFi
8218,6935,Android,WiFi
8219,6936,Android,5G
8220,6936,Android,5G
8221,6937,Android,5G
8222,6938,Android,5G
8223,6939,Android,4G
8224,6940,Android,4G
8225,6941,Android,5G
8226,6942,iOS,4G
8227,6943,Android,WiFi
8228,6944,iOS,4G
8229,6945,iOS,4G
8230,6946,Android,WiFi
8231,6947,iOS,4G
8232,6947,Android,4G
8233,6948,Android,4G
8234,6948,Android,5G
8235,6949,Android,4G
8236,6950,Android,4G
8237,6951,Android,5G
8238,6952,Android,4G
8239,6953,Android,5G
8240,6954,Android,5G
8241,6955,iOS,WiFi
8242,6956,Android,WiFi
8243,6957,Android,4G
8244,6958,Android,4G
8245,6958,iOS,4G
8246,6959,iOS,5G
8247,6960,iOS,4G
8248,6961,Android,4G
8249,6961,Android,4G
8250,6962,Android,5G
8251,6963,iOS,4G
8252,6964,Android,4G
8253,6964,iOS,WiFi
8254,6965,Web,4G
8255,6966,Android,4G
8256,6967,Android,5G
8257,6967,Android,5G
8258,6968,Android,4G
8259,6969,Android,WiFi
8260,6970,Android,5G
8261,6971,Android,4G
8262,6972,Android,4G
8263,6973,Android,4G
8264,6974,Android,4G
8265,6974,Android,5G
8266,6975,Android,4G
8267,6976,iOS,4G
8268,6976,Android,4G
8269,6977,Android,5G
8270,6978,Android,4G
8271,6979,iOS,WiFi
8272,6980,Android,4G
8273,6981,Android,4G
8274,6982,Android,4G
8275,6983,iOS,5G
8276,6984,Android,5G
8277,6985,Android,4G
8278,6986,Android,WiFi
8279,6987,Android,4G
8280,6988,Android,WiFi
8281,6989,Android,WiFi
8282,6990,Android,5G
8283,6991,Android,5G
8284,6991,iOS,4G
8285,6992,Android,5G
8286,6993,Android,5G
8287,6993,Android,WiFi
8288,6994,iOS,4G
8289,6995,Android,3G
8290,6996,Android,5G
8291,6997,iOS,WiFi
8292,6998,Android,WiFi
8293,6999,Android,5G
8294,7000,iOS,5G
8295,7001,iOS,4G
8296,7002,Android,WiFi
8297,7003,Android,4G
8298,7003,Android,WiFi
8299,7004,Android,4G
8300,7005,Android,5G
8301,7006,Android,4G
8302,7007,iOS,4G
8303,7008,Android,WiFi
8304,7008,Android,4G
8305,7009,Android,WiFi
8306,7010,Android,5G
8307,7010,Web,WiFi
8308,7011,iOS,4G
8309,7012,Android,5G
8310,7013,Android,4G
8311,7014,Android,4G
8312,7015,iOS,5G
8313,7016,Android,5G
8314,7016,Android,4G
8315,7017,Web,5G
8316,7018,Android,WiFi
8317,7019,Android,WiFi
8318,7020,Android,5G
8319,7021,Android,WiFi
8320,7022,iOS,4G
8321,7023,iOS,WiFi
8322,7023,Android,5G
8323,7024,iOS,4G
8324,7025,Android,4G
8325,7025,Android,4G
8326,7026,Android,5G
8327,7027,Android,4G
8328,7027,Android,4G
8329,7028,Android,4G
8330,7029,iOS,4G
8331,7030,Android,4G
8332,7031,Android,3G
8333,7032,iOS,WiFi
8334,7033,iOS,5G
8335,7034,Android,4G
8336,7035,Android,WiFi
8337,7036,iOS,4G
8338,7036,Android,5G
8339,7037,Android,5G
8340,7038,Android,4G
8341,7039,Android,4G
8342,7040,iOS,4G
8343,7040,Web,WiFi
8344,7041,Android,4G
8345,7042,Android,WiFi
8346,7043,Android,5G
8347,7044,Android,5G
8348,7045,Android,4G
8349,7045,iOS,3G
8350,7046,Android,5G
8351,7047,Android,4G
8352,7048,Android,WiFi
8353,7048,Android,WiFi
8354,7049,Web,WiFi
8355,7050,Android,5G
8356,7051,Android,4G
8357,7052,Android,5G
8358,7052,Android,4G
8359,7053,Android,WiFi
8360,7054,Android,4G
8361,7055,Android,4G
8362,7056,Android,WiFi
8363,7057,Android,WiFi
8364,7058,Android,5G
8365,7059,iOS,4G
8366,7060,Android,5G
8367,7061,Android,5G
8368,7062,Android,WiFi
8369,7063,Android,4G
8370,7064,Android,WiFi
8371,7064,Android,4G
8372,7065,Android,WiFi
8373,7065,Android,4G
8374,7066,Android,4G
8375,7067,Android,4G
8376,7068,iOS,4G
8377,7069,iOS,5G
8378,7069,Android,4G
8379,7070,Android,WiFi
8380,7071,Android,5G
8381,7072,Android,4G
8382,7073,Android,WiFi
8383,7074,Android,4G
8384,7075,Android,4G
8385,7076,Android,4G
8386,7076,Android,WiFi
8387,7077,Android,5G
8388,7078,iOS,5G
8389,7079,iOS,4G
8390,7080,Android,4G
8391,7081,Android,4G
8392,7081,Android,4G
8393,7082,iOS,4G
8394,7083,Android,4G
8395,7084,Android,WiFi
8396,7085,Android,4G
8397,7085,Android,WiFi
8398,7086,Android,4G
8399,7087,Android,4G
8400,7088,Android,4G
8401,7089,Android,WiFi
8402,7090,Android,5G
8403,7091,iOS,WiFi
8404,7091,Android,4G
8405,7092,Android,4G
8406,7093,Web,WiFi
8407,7093,iOS,4G
8408,7094,Android,5G
8409,7095,Android,WiFi
8410,7096,Android,5G
8411,7096,Android,5G
8412,7097,Android,4G
8413,7098,Android,4G
8414,7099,Android,5G
8415,7100,Android,4G
8416,7101,Web,WiFi
8417,7102,Android,4G
8418,7102,Android,4G
8419,7103,iOS,4G
8420,7104,iOS,5G
8421,7105,Android,3G
8422,7106,iOS,WiFi
8423,7107,Android,5G
8424,7108,Android,4G
8425,7109,Android,5G
8426,7110,Android,4G
8427,7111,Android,4G
8428,7112,Android,WiFi
8429,7113,Android,4G
8430,7114,Android,5G
8431,7115,Android,5G
8432,7116,Android,4G
8433,7116,Android,4G
8434,7117,iOS,5G
8435,7117,iOS,5G
8436,7118,Android,5G
8437,7118,Android,5G
8438,7119,Android,5G
8439,7120,Web,5G
8440,7120,iOS,5G
8441,7121,iOS,5G
8442,7122,Web,5G
8443,7122,Android,4G
8444,7123,iOS,4G
8445,7124,Android,4G
8446,7125,iOS,4G
8447,7125,Android,5G
8448,7126,Android,4G
8449,7127,Android,5G
8450,7128,Android,4G
8451,7129,Android,5G
8452,7130,Android,4G
8453,7130,iOS,5G
8454,7131,iOS,WiFi
8455,7132,Android,WiFi
8456,7132,iOS,4G
8457,7133,Android,5G
8458,7134,Web,4G
8459,7135,Android,4G
8460,7136,Web,WiFi
8461,7137,Android,4G
8462,7138,Android,5G
8463,7138,Android,5G
8464,7139,iOS,WiFi
8465,7140,Android,4G
8466,7141,Android,4G
8467,7142,Android,WiFi
8468,7143,Android,5G
8469,7143,Android,4G
