user_id,signup_date,city,state,acquisition_channel,age_bucket,kyc_status,is_churned
1353,2024-12-27,Mumbai,Maharashtra,Organic,18-24,Min KYC,False
1354,2025-10-30,Delhi,Delhi,Referral,18-24,Min KYC,False
1355,2024-06-09,Surat,Gujarat,Referral,18-24,Full KYC,False
1356,2024-12-28,Bhopal,Madhya Pradesh,Merchant Partner,25-34,Full KYC,False
1357,2024-09-08,Ahmedabad,Gujarat,Merchant Partner,25-34,Full KYC,False
1358,2024-04-08,Delhi,Delhi,Referral,35-44,Full KYC,False
1359,2024-03-16,Bhopal,Madhya Pradesh,Merchant Partner,25-34,Full KYC,False
1360,2024-09-23,Mumbai,Maharashtra,Referral,18-24,Full KYC,False
1361,2024-03-01,Kochi,Kerala,Paid Ad,35-44,Min KYC,False
1362,2024-02-19,Hyderabad,Telangana,Paid Ad,25-34,Min KYC,False
1363,2024-09-13,Lucknow,Uttar Pradesh,Merchant Partner,35-44,Min KYC,False
1364,2024-05-27,Delhi,Delhi,Organic,45-54,Full KYC,False
1365,2025-02-09,Bengaluru,Karnataka,Merchant Partner,18-24,Min KYC,True
1366,2024-01-13,Chennai,Tamil Nadu,Organic,35-44,Full KYC,True
1367,2024-08-08,Chennai,Tamil Nadu,Paid Ad,45-54,Full KYC,False
1368,2024-11-26,Mumbai,Maharashtra,Bank Partnership,18-24,Min KYC,False
1369,2025-12-04,Chennai,Tamil Nadu,Paid Ad,35-44,Full KYC,True
1370,2025-04-08,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
1371,2025-10-04,Chandigarh,Punjab,Merchant Partner,25-34,Full KYC,False
1372,2024-09-07,Pune,Maharashtra,Paid Ad,35-44,Full KYC,False
1373,2024-11-24,Pune,Maharashtra,Organic,45-54,Full KYC,False
1374,2024-11-02,Kolkata,West Bengal,Organic,45-54,Full KYC,False
1375,2025-10-09,Bhopal,Madhya Pradesh,Bank Partnership,35-44,Full KYC,False
1376,2025-12-01,Mumbai,Maharashtra,Paid Ad,45-54,Full KYC,False
1377,2025-12-03,Lucknow,Uttar Pradesh,Referral,18-24,Full KYC,True
1378,2025-07-02,Nagpur,Maharashtra,Organic,35-44,Full KYC,False
1379,2025-01-02,Pune,Maharashtra,Organic,35-44,Full KYC,False
1380,2025-01-29,Mumbai,Maharashtra,Paid Ad,18-24,Full KYC,False
1381,2025-12-16,Bengaluru,Karnataka,Organic,25-34,Min KYC,False
1382,2024-07-26,Chandigarh,Punjab,Referral,25-34,Full KYC,False
1383,2024-09-10,Mumbai,Maharashtra,Merchant Partner,35-44,Full KYC,False
1384,2025-10-16,Mumbai,Maharashtra,Organic,25-34,Full KYC,False
1385,2024-10-09,Chandigarh,Punjab,Referral,45-54,Full KYC,False
1386,2024-06-20,Patna,Bihar,Organic,18-24,Min KYC,False
1387,2025-02-13,Pune,Maharashtra,Referral,35-44,Full KYC,False
1388,2024-08-25,Mumbai,Maharashtra,Paid Ad,18-24,Full KYC,False
1389,2025-10-12,Kolkata,West Bengal,Organic,45-54,Full KYC,False
1390,2025-10-25,Indore,Madhya Pradesh,Paid Ad,25-34,Full KYC,True
1391,2024-08-11,Bengaluru,Karnataka,Paid Ad,25-34,Full KYC,False
1392,2025-01-21,Delhi,Delhi,Merchant Partner,25-34,Full KYC,False
1393,2025-12-19,Nagpur,Maharashtra,Referral,18-24,Full KYC,False
1394,2025-06-25,Surat,Gujarat,Merchant Partner,18-24,Full KYC,False
1395,2024-06-06,Pune,Maharashtra,Referral,25-34,Full KYC,True
1396,2025-03-07,Nagpur,Maharashtra,Organic,18-24,Full KYC,False
1397,2025-03-28,Kolkata,West Bengal,Organic,25-34,Full KYC,False
1398,2025-04-22,Coimbatore,Tamil Nadu,Bank Partnership,18-24,Full KYC,False
1399,2024-01-19,Mumbai,Maharashtra,Organic,25-34,Min KYC,False
1400,2024-08-06,Pune,Maharashtra,Merchant Partner,18-24,Min KYC,False
1401,2025-09-15,Jaipur,Rajasthan,Bank Partnership,25-34,Pending,False
1402,2024-06-25,Hyderabad,Telangana,Merchant Partner,35-44,Min KYC,False
1403,2024-08-06,Hyderabad,Telangana,Referral,55+,Full KYC,False
1404,2024-08-23,Jaipur,Rajasthan,Organic,25-34,Full KYC,False
1405,2024-05-09,Kolkata,West Bengal,Organic,25-34,Full KYC,True
1406,2024-04-23,Bengaluru,Karnataka,Referral,25-34,Min KYC,False
1407,2024-09-10,Pune,Maharashtra,Referral,25-34,Full KYC,False
1408,2025-09-30,Lucknow,Uttar Pradesh,Referral,25-34,Full KYC,False
1409,2024-01-02,Ahmedabad,Gujarat,Paid Ad,35-44,Pending,False
1410,2024-07-25,Pune,Maharashtra,Merchant Partner,25-34,Full KYC,False
1411,2024-02-14,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
1412,2025-02-13,Mumbai,Maharashtra,Organic,25-34,Full KYC,True
1413,2024-07-01,Indore,Madhya Pradesh,Paid Ad,35-44,Min KYC,False
1414,2025-08-01,Indore,Madhya Pradesh,Merchant Partner,35-44,Full KYC,True
1415,2025-03-03,Ahmedabad,Gujarat,Merchant Partner,18-24,Min KYC,False
1416,2025-07-26,Kolkata,West Bengal,Bank Partnership,25-34,Full KYC,False
1417,2025-04-08,Delhi,Delhi,Merchant Partner,18-24,Full KYC,True
1418,2024-11-16,Pune,Maharashtra,Bank Partnership,18-24,Full KYC,False
1419,2025-09-20,Pune,Maharashtra,Bank Partnership,25-34,Full KYC,False
1420,2024-12-13,Pune,Maharashtra,Paid Ad,18-24,Full KYC,False
1421,2025-11-24,Bengaluru,Karnataka,Paid Ad,45-54,Full KYC,False
1422,2025-12-27,Mumbai,Maharashtra,Organic,35-44,Full KYC,False
1423,2025-03-05,Chandigarh,Punjab,Merchant Partner,35-44,Min KYC,False
1424,2025-05-07,Kolkata,West Bengal,Paid Ad,18-24,Pending,False
1425,2024-07-05,Patna,Bihar,Merchant Partner,45-54,Full KYC,False
1426,2025-08-17,Jaipur,Rajasthan,Organic,25-34,Full KYC,False
1427,2025-05-05,Indore,Madhya Pradesh,Referral,25-34,Full KYC,False
1428,2025-10-20,Delhi,Delhi,Organic,45-54,Min KYC,False
1429,2024-07-13,Mumbai,Maharashtra,Bank Partnership,35-44,Full KYC,False
1430,2025-07-28,Ahmedabad,Gujarat,Merchant Partner,35-44,Full KYC,False
1431,2024-12-09,Chennai,Tamil Nadu,Merchant Partner,55+,Min KYC,False
1432,2024-05-15,Mumbai,Maharashtra,Referral,25-34,Min KYC,False
1433,2024-05-04,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
1434,2025-02-14,Delhi,Delhi,Bank Partnership,25-34,Full KYC,False
1435,2024-08-21,Mumbai,Maharashtra,Referral,18-24,Full KYC,False
1436,2024-03-15,Ranchi,Jharkhand,Organic,45-54,Full KYC,False
1437,2024-11-07,Kolkata,West Bengal,Merchant Partner,25-34,Full KYC,False
1438,2025-04-21,Bengaluru,Karnataka,Organic,18-24,Min KYC,False
1439,2024-08-20,Mumbai,Maharashtra,Organic,35-44,Min KYC,False
1440,2025-11-28,Nagpur,Maharashtra,Referral,55+,Full KYC,False
1441,2025-07-23,Chandigarh,Punjab,Referral,35-44,Full KYC,False
1442,2025-01-09,Bengaluru,Karnataka,Merchant Partner,25-34,Min KYC,False
1443,2025-11-13,Pune,Maharashtra,Bank Partnership,18-24,Min KYC,False
1444,2024-11-12,Ahmedabad,Gujarat,Organic,35-44,Min KYC,False
1445,2024-04-11,Mumbai,Maharashtra,Organic,35-44,Full KYC,True
1446,2024-01-27,Chennai,Tamil Nadu,Referral,18-24,Min KYC,False
1447,2025-11-15,Delhi,Delhi,Referral,55+,Min KYC,False
1448,2025-12-01,Delhi,Delhi,Merchant Partner,35-44,Full KYC,True
1449,2025-06-23,Kolkata,West Bengal,Organic,35-44,Full KYC,False
1450,2024-03-16,Bengaluru,Karnataka,Organic,25-34,Min KYC,False
1451,2024-08-02,Chennai,Tamil Nadu,Organic,18-24,Full KYC,False
1452,2024-01-30,Bengaluru,Karnataka,Organic,35-44,Full KYC,False
1453,2024-02-07,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
1454,2024-06-28,Chandigarh,Punjab,Referral,18-24,Full KYC,False
1455,2025-02-21,Pune,Maharashtra,Merchant Partner,18-24,Min KYC,False
1456,2024-02-17,Chennai,Tamil Nadu,Merchant Partner,45-54,Full KYC,False
1457,2025-12-19,Chennai,Tamil Nadu,Organic,45-54,Full KYC,False
1458,2024-11-28,Patna,Bihar,Organic,18-24,Full KYC,False
1459,2024-07-11,Jaipur,Rajasthan,Paid Ad,25-34,Full KYC,False
1460,2025-01-11,Mumbai,Maharashtra,Organic,35-44,Full KYC,True
1461,2025-07-30,Mumbai,Maharashtra,Referral,35-44,Min KYC,False
1462,2024-08-16,Kolkata,West Bengal,Paid Ad,25-34,Full KYC,False
1463,2024-02-04,Surat,Gujarat,Merchant Partner,25-34,Full KYC,False
1464,2024-02-07,Mumbai,Maharashtra,Organic,55+,Full KYC,False
1465,2025-09-13,Chennai,Tamil Nadu,Organic,18-24,Min KYC,False
1466,2024-03-22,Ahmedabad,Gujarat,Organic,45-54,Full KYC,False
1467,2025-04-08,Hyderabad,Telangana,Referral,25-34,Min KYC,False
1468,2024-10-07,Jaipur,Rajasthan,Organic,18-24,Full KYC,False
1469,2025-07-21,Hyderabad,Telangana,Organic,35-44,Full KYC,False
1470,2024-02-14,Ahmedabad,Gujarat,Organic,55+,Full KYC,False
1471,2025-10-17,Surat,Gujarat,Organic,45-54,Full KYC,False
1472,2025-05-24,Coimbatore,Tamil Nadu,Bank Partnership,35-44,Full KYC,False
1473,2024-11-23,Ahmedabad,Gujarat,Merchant Partner,35-44,Min KYC,True
1474,2024-05-31,Hyderabad,Telangana,Paid Ad,25-34,Min KYC,False
1475,2025-12-14,Lucknow,Uttar Pradesh,Merchant Partner,25-34,Full KYC,True
1476,2024-08-08,Bhopal,Madhya Pradesh,Organic,45-54,Pending,False
1477,2024-12-24,Hyderabad,Telangana,Merchant Partner,35-44,Min KYC,False
1478,2024-10-14,Hyderabad,Telangana,Paid Ad,25-34,Full KYC,False
1479,2024-06-17,Delhi,Delhi,Organic,35-44,Full KYC,False
1480,2024-10-31,Jaipur,Rajasthan,Paid Ad,25-34,Full KYC,False
1481,2024-04-20,Pune,Maharashtra,Referral,45-54,Full KYC,False
1482,2024-01-02,Delhi,Delhi,Referral,25-34,Full KYC,False
1483,2024-07-30,Kolkata,West Bengal,Bank Partnership,18-24,Min KYC,False
1484,2024-03-22,Ranchi,Jharkhand,Referral,18-24,Full KYC,False
1485,2024-10-29,Mumbai,Maharashtra,Bank Partnership,45-54,Full KYC,False
1486,2025-09-21,Chennai,Tamil Nadu,Merchant Partner,25-34,Full KYC,False
1487,2024-04-28,Chandigarh,Punjab,Referral,55+,Full KYC,True
1488,2024-01-01,Coimbatore,Tamil Nadu,Merchant Partner,18-24,Full KYC,False
1489,2024-03-22,Hyderabad,Telangana,Organic,18-24,Pending,False
1490,2025-01-05,Delhi,Delhi,Referral,45-54,Full KYC,False
1491,2024-07-19,Pune,Maharashtra,Organic,25-34,Pending,False
1492,2024-12-23,Bengaluru,Karnataka,Organic,35-44,Full KYC,True
1493,2024-01-22,Pune,Maharashtra,Referral,35-44,Min KYC,False
1494,2024-08-31,Kolkata,West Bengal,Organic,35-44,Pending,False
1495,2024-10-26,Surat,Gujarat,Merchant Partner,25-34,Full KYC,False
1496,2024-11-10,Ahmedabad,Gujarat,Merchant Partner,35-44,Min KYC,False
1497,2025-02-06,Kochi,Kerala,Organic,25-34,Full KYC,False
1498,2025-07-23,Lucknow,Uttar Pradesh,Organic,25-34,Full KYC,False
1499,2024-12-07,Chennai,Tamil Nadu,Bank Partnership,35-44,Full KYC,False
1500,2025-09-06,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
1501,2025-01-21,Bhopal,Madhya Pradesh,Bank Partnership,25-34,Full KYC,False
1502,2024-07-09,Lucknow,Uttar Pradesh,Paid Ad,18-24,Min KYC,False
1503,2024-06-16,Bengaluru,Karnataka,Referral,45-54,Min KYC,False
1504,2024-08-23,Delhi,Delhi,Organic,35-44,Full KYC,False
1505,2025-03-12,Ahmedabad,Gujarat,Referral,18-24,Full KYC,True
1506,2024-06-26,Mumbai,Maharashtra,Merchant Partner,45-54,Full KYC,False
1507,2025-10-29,Bhopal,Madhya Pradesh,Organic,25-34,Full KYC,False
1508,2024-12-16,Delhi,Delhi,Bank Partnership,18-24,Full KYC,False
1509,2025-09-22,Kolkata,West Bengal,Referral,18-24,Pending,False
1510,2025-05-13,Bengaluru,Karnataka,Merchant Partner,25-34,Full KYC,False
1511,2024-08-31,Pune,Maharashtra,Merchant Partner,18-24,Full KYC,False
1512,2024-06-15,Bhopal,Madhya Pradesh,Referral,35-44,Min KYC,False
1513,2025-06-27,Bengaluru,Karnataka,Merchant Partner,45-54,Full KYC,False
1514,2024-08-29,Mumbai,Maharashtra,Merchant Partner,25-34,Full KYC,False
1515,2024-06-29,Mumbai,Maharashtra,Bank Partnership,45-54,Full KYC,False
1516,2025-11-10,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
1517,2024-12-18,Pune,Maharashtra,Merchant Partner,35-44,Full KYC,False
1518,2024-02-05,Mumbai,Maharashtra,Paid Ad,45-54,Full KYC,False
1519,2024-12-27,Hyderabad,Telangana,Paid Ad,25-34,Min KYC,False
1520,2024-12-02,Jaipur,Rajasthan,Bank Partnership,35-44,Full KYC,False
1521,2025-09-22,Kochi,Kerala,Organic,35-44,Min KYC,False
1522,2025-06-03,Delhi,Delhi,Merchant Partner,18-24,Full KYC,False
1523,2024-05-19,Kochi,Kerala,Referral,45-54,Full KYC,False
1524,2024-04-19,Guwahati,Assam,Paid Ad,18-24,Full KYC,False
1525,2025-03-16,Ahmedabad,Gujarat,Organic,35-44,Full KYC,False
1526,2024-02-04,Lucknow,Uttar Pradesh,Organic,18-24,Pending,False
1527,2024-08-20,Pune,Maharashtra,Paid Ad,25-34,Full KYC,False
1528,2024-04-10,Mumbai,Maharashtra,Referral,35-44,Full KYC,False
1529,2024-01-16,Coimbatore,Tamil Nadu,Organic,35-44,Full KYC,False
1530,2025-11-01,Coimbatore,Tamil Nadu,Organic,35-44,Min KYC,False
1531,2024-03-06,Bengaluru,Karnataka,Organic,18-24,Full KYC,False
1532,2024-01-07,Delhi,Delhi,Paid Ad,25-34,Full KYC,False
1533,2025-11-12,Mumbai,Maharashtra,Referral,35-44,Min KYC,False
1534,2024-05-17,Chennai,Tamil Nadu,Organic,25-34,Pending,False
1535,2025-08-19,Chandigarh,Punjab,Referral,25-34,Pending,False
1536,2024-01-23,Mumbai,Maharashtra,Referral,18-24,Full KYC,False
1537,2024-04-22,Ahmedabad,Gujarat,Organic,35-44,Min KYC,False
1538,2024-03-21,Indore,Madhya Pradesh,Organic,25-34,Full KYC,False
1539,2025-05-30,Hyderabad,Telangana,Organic,18-24,Min KYC,False
1540,2025-03-28,Ahmedabad,Gujarat,Paid Ad,25-34,Full KYC,False
1541,2024-12-13,Pune,Maharashtra,Merchant Partner,25-34,Full KYC,False
1542,2024-06-25,Mumbai,Maharashtra,Organic,35-44,Min KYC,False
1543,2024-03-05,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
1544,2025-02-19,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
1545,2024-06-17,Jaipur,Rajasthan,Bank Partnership,25-34,Full KYC,False
1546,2025-03-06,Bengaluru,Karnataka,Referral,45-54,Full KYC,False
1547,2025-05-16,Bhopal,Madhya Pradesh,Referral,18-24,Full KYC,False
1548,2025-09-12,Kolkata,West Bengal,Bank Partnership,25-34,Pending,False
1549,2024-12-26,Chandigarh,Punjab,Organic,35-44,Full KYC,False
1550,2024-01-04,Lucknow,Uttar Pradesh,Organic,35-44,Pending,True
1551,2024-07-23,Lucknow,Uttar Pradesh,Referral,25-34,Pending,False
1552,2025-09-14,Bengaluru,Karnataka,Organic,35-44,Min KYC,False
1553,2025-01-24,Pune,Maharashtra,Bank Partnership,35-44,Full KYC,False
1554,2025-03-27,Surat,Gujarat,Referral,25-34,Full KYC,False
1555,2024-11-30,Lucknow,Uttar Pradesh,Merchant Partner,35-44,Full KYC,False
1556,2024-04-28,Jaipur,Rajasthan,Organic,25-34,Full KYC,True
1557,2025-10-16,Mumbai,Maharashtra,Organic,25-34,Min KYC,False
1558,2025-07-18,Mumbai,Maharashtra,Bank Partnership,25-34,Full KYC,False
1559,2025-12-27,Mumbai,Maharashtra,Referral,25-34,Full KYC,True
1560,2025-09-16,Mumbai,Maharashtra,Merchant Partner,55+,Full KYC,True
1561,2024-07-31,Surat,Gujarat,Organic,35-44,Full KYC,True
1562,2024-07-04,Chennai,Tamil Nadu,Organic,35-44,Min KYC,False
1563,2024-06-30,Chennai,Tamil Nadu,Paid Ad,18-24,Full KYC,False
1564,2025-11-01,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
1565,2025-02-10,Bhopal,Madhya Pradesh,Bank Partnership,35-44,Full KYC,False
1566,2024-11-27,Mumbai,Maharashtra,Organic,45-54,Full KYC,False
1567,2025-12-07,Delhi,Delhi,Organic,18-24,Full KYC,False
1568,2025-03-16,Indore,Madhya Pradesh,Merchant Partner,55+,Full KYC,False
1569,2025-10-25,Jaipur,Rajasthan,Referral,25-34,Min KYC,False
1570,2025-12-19,Mumbai,Maharashtra,Organic,25-34,Full KYC,False
1571,2024-02-27,Mumbai,Maharashtra,Organic,35-44,Full KYC,False
1572,2024-09-20,Hyderabad,Telangana,Paid Ad,55+,Min KYC,False
1573,2025-06-19,Kolkata,West Bengal,Organic,18-24,Full KYC,False
1574,2025-08-16,Bengaluru,Karnataka,Paid Ad,55+,Full KYC,False
1575,2024-04-18,Kolkata,West Bengal,Bank Partnership,18-24,Full KYC,False
1576,2024-08-20,Hyderabad,Telangana,Organic,35-44,Full KYC,False
1577,2025-02-04,Kolkata,West Bengal,Organic,35-44,Full KYC,False
1578,2025-08-06,Lucknow,Uttar Pradesh,Organic,25-34,Full KYC,False
1579,2024-03-23,Patna,Bihar,Paid Ad,25-34,Min KYC,False
1580,2025-03-14,Delhi,Delhi,Paid Ad,55+,Full KYC,False
1581,2024-08-04,Mumbai,Maharashtra,Bank Partnership,35-44,Full KYC,False
1582,2024-06-06,Mumbai,Maharashtra,Bank Partnership,55+,Min KYC,True
1583,2025-01-11,Delhi,Delhi,Organic,18-24,Full KYC,False
1584,2024-10-29,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
1585,2025-04-09,Mumbai,Maharashtra,Organic,25-34,Full KYC,False
1586,2024-08-19,Indore,Madhya Pradesh,Paid Ad,25-34,Full KYC,False
1587,2025-08-23,Patna,Bihar,Organic,55+,Full KYC,True
1588,2024-02-27,Lucknow,Uttar Pradesh,Merchant Partner,25-34,Full KYC,True
1589,2025-09-21,Hyderabad,Telangana,Referral,45-54,Min KYC,False
1590,2024-01-22,Lucknow,Uttar Pradesh,Organic,18-24,Min KYC,False
1591,2025-06-21,Kolkata,West Bengal,Merchant Partner,25-34,Min KYC,False
1592,2024-09-09,Jaipur,Rajasthan,Referral,55+,Full KYC,False
1593,2024-10-06,Mumbai,Maharashtra,Bank Partnership,25-34,Full KYC,False
1594,2024-01-14,Kochi,Kerala,Merchant Partner,25-34,Full KYC,False
1595,2025-05-27,Hyderabad,Telangana,Referral,25-34,Full KYC,True
1596,2024-04-30,Bengaluru,Karnataka,Organic,35-44,Full KYC,False
1597,2025-04-26,Hyderabad,Telangana,Referral,18-24,Full KYC,False
1598,2025-06-13,Bengaluru,Karnataka,Paid Ad,25-34,Full KYC,False
1599,2025-09-09,Ranchi,Jharkhand,Merchant Partner,18-24,Full KYC,False
1600,2025-05-31,Ahmedabad,Gujarat,Merchant Partner,25-34,Pending,False
1601,2024-08-08,Kochi,Kerala,Bank Partnership,25-34,Full KYC,True
1602,2025-06-23,Coimbatore,Tamil Nadu,Paid Ad,25-34,Full KYC,False
1603,2025-08-25,Kolkata,West Bengal,Referral,18-24,Full KYC,False
1604,2024-08-19,Bhopal,Madhya Pradesh,Referral,25-34,Min KYC,False
1605,2024-03-31,Nagpur,Maharashtra,Referral,25-34,Full KYC,False
1606,2025-10-11,Delhi,Delhi,Organic,25-34,Full KYC,False
1607,2024-04-17,Bengaluru,Karnataka,Organic,18-24,Full KYC,False
1608,2025-03-09,Hyderabad,Telangana,Organic,18-24,Full KYC,False
1609,2024-06-21,Ahmedabad,Gujarat,Paid Ad,35-44,Full KYC,False
1610,2024-04-01,Surat,Gujarat,Organic,55+,Full KYC,False
1611,2025-07-20,Hyderabad,Telangana,Referral,55+,Min KYC,False
1612,2024-04-14,Patna,Bihar,Organic,18-24,Full KYC,False
1613,2025-05-04,Ahmedabad,Gujarat,Paid Ad,25-34,Full KYC,False
1614,2025-05-20,Hyderabad,Telangana,Organic,45-54,Full KYC,False
1615,2024-02-13,Jaipur,Rajasthan,Referral,25-34,Full KYC,False
1616,2024-05-06,Patna,Bihar,Merchant Partner,35-44,Min KYC,True
1617,2025-08-02,Bengaluru,Karnataka,Referral,18-24,Full KYC,False
1618,2025-01-05,Hyderabad,Telangana,Organic,55+,Full KYC,True
1619,2024-03-29,Jaipur,Rajasthan,Paid Ad,35-44,Full KYC,False
1620,2025-12-24,Pune,Maharashtra,Bank Partnership,35-44,Full KYC,False
1621,2024-07-12,Delhi,Delhi,Referral,35-44,Full KYC,False
1622,2024-01-03,Patna,Bihar,Organic,45-54,Min KYC,False
1623,2025-11-05,Delhi,Delhi,Merchant Partner,25-34,Min KYC,False
1624,2024-01-13,Bengaluru,Karnataka,Paid Ad,18-24,Full KYC,False
1625,2025-02-07,Patna,Bihar,Bank Partnership,25-34,Full KYC,False
1626,2025-12-25,Ahmedabad,Gujarat,Organic,55+,Full KYC,False
1627,2025-02-25,Pune,Maharashtra,Bank Partnership,55+,Full KYC,False
1628,2025-03-02,Hyderabad,Telangana,Paid Ad,18-24,Full KYC,False
1629,2024-10-10,Delhi,Delhi,Paid Ad,18-24,Full KYC,False
1630,2024-04-02,Mumbai,Maharashtra,Merchant Partner,35-44,Full KYC,False
1631,2025-02-22,Nagpur,Maharashtra,Organic,35-44,Min KYC,False
1632,2025-10-17,Mumbai,Maharashtra,Organic,35-44,Full KYC,False
1633,2024-03-07,Mumbai,Maharashtra,Organic,35-44,Full KYC,False
1634,2025-10-04,Surat,Gujarat,Referral,18-24,Full KYC,False
1635,2024-10-29,Kochi,Kerala,Referral,25-34,Min KYC,False
1636,2025-01-26,Lucknow,Uttar Pradesh,Bank Partnership,25-34,Full KYC,False
1637,2024-04-30,Bengaluru,Karnataka,Referral,35-44,Full KYC,False
1638,2025-03-29,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
1639,2024-05-13,Coimbatore,Tamil Nadu,Referral,35-44,Full KYC,False
1640,2024-07-18,Jaipur,Rajasthan,Merchant Partner,25-34,Min KYC,False
1641,2025-06-10,Indore,Madhya Pradesh,Organic,35-44,Min KYC,False
1642,2024-02-06,Pune,Maharashtra,Organic,18-24,Full KYC,True
1643,2024-11-22,Bhopal,Madhya Pradesh,Organic,35-44,Full KYC,False
1644,2025-03-10,Guwahati,Assam,Bank Partnership,25-34,Full KYC,False
1645,2024-04-06,Hyderabad,Telangana,Referral,25-34,Full KYC,False
1646,2024-08-03,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
1647,2024-09-07,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
1648,2025-04-29,Lucknow,Uttar Pradesh,Referral,35-44,Full KYC,False
1649,2025-12-13,Bengaluru,Karnataka,Bank Partnership,45-54,Full KYC,False
1650,2025-09-02,Bengaluru,Karnataka,Referral,18-24,Full KYC,False
1651,2024-05-18,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
1652,2024-01-14,Lucknow,Uttar Pradesh,Merchant Partner,45-54,Min KYC,False
1653,2024-02-07,Hyderabad,Telangana,Organic,18-24,Full KYC,False
1654,2025-03-10,Coimbatore,Tamil Nadu,Paid Ad,25-34,Pending,True
1655,2024-04-24,Delhi,Delhi,Organic,35-44,Full KYC,False
1656,2024-06-17,Chennai,Tamil Nadu,Merchant Partner,25-34,Min KYC,False
1657,2025-09-10,Ahmedabad,Gujarat,Bank Partnership,25-34,Full KYC,False
1658,2025-09-29,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
1659,2025-09-04,Ahmedabad,Gujarat,Merchant Partner,55+,Full KYC,False
1660,2024-07-04,Ahmedabad,Gujarat,Bank Partnership,18-24,Pending,False
1661,2025-03-28,Bhopal,Madhya Pradesh,Merchant Partner,25-34,Full KYC,False
1662,2025-03-21,Indore,Madhya Pradesh,Merchant Partner,25-34,Full KYC,False
1663,2024-05-15,Guwahati,Assam,Paid Ad,55+,Full KYC,False
1664,2025-02-08,Chandigarh,Punjab,Organic,25-34,Full KYC,False
1665,2025-01-18,Chennai,Tamil Nadu,Referral,55+,Min KYC,True
1666,2024-10-16,Lucknow,Uttar Pradesh,Organic,25-34,Full KYC,False
1667,2025-07-02,Hyderabad,Telangana,Organic,25-34,Full KYC,False
1668,2025-05-09,Ahmedabad,Gujarat,Referral,35-44,Full KYC,False
1669,2025-01-23,Mumbai,Maharashtra,Organic,25-34,Full KYC,False
1670,2025-06-13,Hyderabad,Telangana,Referral,18-24,Full KYC,False
1671,2025-07-11,Nagpur,Maharashtra,Referral,45-54,Pending,False
1672,2025-02-17,Jaipur,Rajasthan,Organic,25-34,Min KYC,False
1673,2024-07-14,Mumbai,Maharashtra,Organic,45-54,Full KYC,False
1674,2025-07-07,Chennai,Tamil Nadu,Paid Ad,55+,Full KYC,False
1675,2025-06-07,Hyderabad,Telangana,Bank Partnership,25-34,Min KYC,False
1676,2025-12-18,Indore,Madhya Pradesh,Paid Ad,18-24,Min KYC,False
1677,2024-04-19,Mumbai,Maharashtra,Bank Partnership,18-24,Min KYC,False
1678,2024-11-02,Kolkata,West Bengal,Bank Partnership,45-54,Min KYC,False
1679,2025-11-05,Lucknow,Uttar Pradesh,Paid Ad,25-34,Min KYC,False
1680,2025-01-10,Kolkata,West Bengal,Paid Ad,25-34,Full KYC,True
1681,2025-11-19,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
1682,2024-01-10,Bhopal,Madhya Pradesh,Organic,18-24,Min KYC,False
1683,2024-01-26,Bhopal,Madhya Pradesh,Organic,25-34,Min KYC,False
1684,2025-08-04,Hyderabad,Telangana,Organic,35-44,Full KYC,False
1685,2024-09-18,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
1686,2025-01-14,Jaipur,Rajasthan,Organic,25-34,Full KYC,True
1687,2024-11-08,Hyderabad,Telangana,Organic,25-34,Full KYC,False
1688,2024-10-24,Hyderabad,Telangana,Merchant Partner,18-24,Full KYC,False
1689,2025-11-16,Pune,Maharashtra,Referral,35-44,Full KYC,False
1690,2024-03-09,Pune,Maharashtra,Paid Ad,18-24,Full KYC,False
1691,2025-07-17,Indore,Madhya Pradesh,Referral,25-34,Full KYC,True
1692,2025-10-11,Coimbatore,Tamil Nadu,Referral,18-24,Full KYC,False
1693,2025-04-24,Lucknow,Uttar Pradesh,Referral,18-24,Full KYC,False
1694,2024-10-15,Mumbai,Maharashtra,Paid Ad,25-34,Full KYC,False
1695,2024-04-26,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
1696,2025-05-13,Delhi,Delhi,Bank Partnership,25-34,Min KYC,False
1697,2024-12-08,Jaipur,Rajasthan,Paid Ad,18-24,Full KYC,False
1698,2024-04-19,Kolkata,West Bengal,Paid Ad,55+,Min KYC,False
1699,2024-09-19,Guwahati,Assam,Organic,18-24,Min KYC,False
