user_id,signup_date,city,state,acquisition_channel,age_bucket,kyc_status,is_churned,recency_days,frequency,total_amount,avg_amount
3374,2025-01-02,Indore,"Madhya Pradesh","Bank Partnership",45-54,"Full KYC",0,189,7,4685.48,669.35
3375,2025-05-05,Chennai,"Tamil Nadu","Merchant Partner",25-34,"Full KYC",0,0,280,129495.50,462.48
3376,2025-01-03,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,17,34,13640.20,401.18
3377,2025-01-03,Chennai,"Tamil Nadu",Referral,35-44,"Full KYC",0,1,59,37159.01,629.81
3378,2025-03-01,Kolkata,"West Bengal",Organic,45-54,"Min KYC",0,9,7,7678.40,1096.91
3379,2025-09-18,Jaipur,Rajasthan,"Bank Partnership",35-44,"Full KYC",0,11,59,25147.35,426.23
3380,2024-10-15,Mumbai,Maharashtra,Organic,35-44,"Full KYC",0,12,47,20394.16,433.92
3381,2025-08-30,Surat,Gujarat,"Merchant Partner",25-34,"Full KYC",1,97,4,892.41,223.10
3382,2025-07-28,Hyderabad,Telangana,"Paid Ad",25-34,"Full KYC",0,53,9,3194.77,354.97
3383,2025-12-02,Mumbai,Maharashtra,"Merchant Partner",35-44,"Full KYC",0,5,75,31758.93,423.45
3384,2025-10-28,Ahmedabad,Gujarat,"Paid Ad",35-44,"Min KYC",0,133,12,5842.07,486.84
3385,2025-08-05,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,7,86,53966.70,627.52
3386,2024-06-29,Lucknow,"Uttar Pradesh",Referral,55+,"Full KYC",0,50,2,2282.84,1141.42
3387,2025-07-19,Ranchi,Jharkhand,Organic,18-24,"Full KYC",0,31,62,37191.25,599.86
3388,2025-06-21,Pune,Maharashtra,Organic,25-34,"Full KYC",1,59,11,4004.98,364.09
3389,2024-07-30,Guwahati,Assam,Organic,35-44,"Min KYC",0,241,4,1337.22,334.31
3390,2025-05-09,Kolkata,"West Bengal","Merchant Partner",55+,"Full KYC",1,8,2,592.07,296.04
3391,2024-07-03,Hyderabad,Telangana,Organic,25-34,"Min KYC",0,9,12,7413.29,617.77
3392,2025-01-16,Jaipur,Rajasthan,Organic,25-34,"Full KYC",0,1,9,2516.50,279.61
3393,2025-08-04,Delhi,Delhi,Organic,25-34,"Min KYC",0,130,10,4886.30,488.63
3394,2024-05-17,Guwahati,Assam,Organic,35-44,"Full KYC",0,8,65,35057.40,539.34
3395,2024-09-02,Pune,Maharashtra,Organic,25-34,"Min KYC",0,58,19,7480.40,393.71
3396,2025-08-03,Mumbai,Maharashtra,"Paid Ad",25-34,"Min KYC",0,19,61,44630.74,731.65
3397,2024-11-27,Ahmedabad,Gujarat,"Paid Ad",18-24,"Min KYC",1,45,6,3391.29,565.22
3398,2025-12-02,Mumbai,Maharashtra,"Paid Ad",45-54,"Full KYC",0,4,55,22362.90,406.60
3399,2024-01-06,Mumbai,Maharashtra,"Merchant Partner",18-24,Pending,1,NULL,0,NULL,NULL
3400,2025-06-10,Mumbai,Maharashtra,Organic,25-34,"Full KYC",0,54,5,3001.50,600.30
3401,2025-08-17,Kochi,Kerala,"Paid Ad",25-34,"Full KYC",1,3,21,6371.07,303.38
3402,2025-11-01,Mumbai,Maharashtra,"Paid Ad",18-24,"Full KYC",0,32,25,12895.46,515.82
3403,2024-04-24,Chennai,"Tamil Nadu","Paid Ad",55+,"Full KYC",0,1,229,125156.35,546.53
3404,2025-12-19,Chennai,"Tamil Nadu",Organic,35-44,"Full KYC",0,1,81,45604.65,563.02
3405,2024-10-13,Nagpur,Maharashtra,Referral,35-44,"Full KYC",0,0,201,86133.46,428.52
3406,2024-09-13,Nagpur,Maharashtra,Organic,18-24,"Full KYC",1,22,5,2829.84,565.97
3407,2024-09-16,Nagpur,Maharashtra,Referral,25-34,"Full KYC",0,0,160,89413.99,558.84
3408,2025-04-10,Hyderabad,Telangana,"Paid Ad",18-24,"Full KYC",1,155,6,1798.00,299.67
3409,2025-04-26,Pune,Maharashtra,Organic,18-24,Pending,0,42,26,16022.22,616.24
3410,2024-12-11,Indore,"Madhya Pradesh","Merchant Partner",25-34,"Full KYC",0,50,25,12551.29,502.05
3411,2024-02-21,Mumbai,Maharashtra,"Bank Partnership",25-34,"Full KYC",0,19,62,30136.42,486.07
3412,2025-12-21,Mumbai,Maharashtra,Referral,35-44,"Full KYC",0,4,93,43687.60,469.76
3413,2024-06-11,Chandigarh,Punjab,"Bank Partnership",25-34,"Full KYC",0,28,27,13014.79,482.03
3414,2024-03-09,Mumbai,Maharashtra,Referral,55+,"Full KYC",0,3,28,14849.30,530.33
3415,2025-03-12,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,10,41,15574.84,379.87
3416,2024-10-28,Delhi,Delhi,"Bank Partnership",25-34,"Full KYC",1,376,1,372.94,372.94
3417,2025-03-25,Mumbai,Maharashtra,Organic,25-34,"Full KYC",0,40,20,7479.91,374.00
3418,2025-10-01,Guwahati,Assam,Organic,35-44,"Full KYC",0,7,86,34718.15,403.70
3419,2024-03-12,Delhi,Delhi,Organic,35-44,"Full KYC",1,26,6,2637.15,439.53
3420,2024-07-26,Pune,Maharashtra,"Paid Ad",55+,"Full KYC",0,1,524,281109.82,536.47
3421,2025-01-12,Bengaluru,Karnataka,Organic,18-24,"Full KYC",1,178,3,1336.05,445.35
3422,2025-07-29,Chennai,"Tamil Nadu","Paid Ad",18-24,"Full KYC",0,1,8,4605.34,575.67
3423,2025-03-14,Surat,Gujarat,"Merchant Partner",55+,"Full KYC",1,178,8,2213.00,276.63
3424,2024-10-06,Ahmedabad,Gujarat,"Bank Partnership",25-34,"Full KYC",0,6,25,15839.87,633.59
3425,2025-03-21,Kolkata,"West Bengal","Bank Partnership",35-44,"Full KYC",0,44,10,3938.33,393.83
3426,2025-12-16,Chennai,"Tamil Nadu",Organic,55+,"Full KYC",0,14,13,9311.46,716.27
3427,2024-12-16,Delhi,Delhi,Referral,18-24,"Full KYC",0,4,63,34904.38,554.04
3428,2025-10-06,Hyderabad,Telangana,"Merchant Partner",18-24,"Min KYC",0,9,8,3483.66,435.46
3429,2025-07-23,Nagpur,Maharashtra,Organic,35-44,"Full KYC",0,46,32,21189.35,662.17
3430,2024-08-07,Indore,"Madhya Pradesh","Bank Partnership",35-44,"Full KYC",1,11,5,1096.13,219.23
3431,2024-07-01,Mumbai,Maharashtra,"Paid Ad",25-34,"Full KYC",0,3,24,9289.62,387.07
3432,2025-07-16,Indore,"Madhya Pradesh","Bank Partnership",55+,Pending,0,136,6,8887.83,1481.31
3433,2024-05-31,Indore,"Madhya Pradesh",Organic,35-44,Pending,1,399,2,1642.74,821.37
3434,2024-09-02,Bhopal,"Madhya Pradesh",Organic,18-24,"Min KYC",0,6,61,32279.17,529.17
3435,2024-06-20,Indore,"Madhya Pradesh","Bank Partnership",18-24,"Min KYC",0,4,28,13012.34,464.73
3436,2025-03-18,Guwahati,Assam,Organic,45-54,"Full KYC",1,10,8,6878.41,859.80
3437,2024-08-02,Mumbai,Maharashtra,"Bank Partnership",55+,"Full KYC",0,29,5,1004.66,200.93
3438,2025-04-25,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,3,170,105464.19,620.38
3439,2025-11-13,Guwahati,Assam,Referral,25-34,"Full KYC",0,2,69,33733.04,488.88
3440,2025-08-28,Chennai,"Tamil Nadu","Paid Ad",18-24,"Full KYC",1,374,1,631.40,631.40
3441,2025-11-23,Jaipur,Rajasthan,"Bank Partnership",18-24,"Full KYC",0,109,5,4489.87,897.97
3442,2024-01-18,Hyderabad,Telangana,Referral,25-34,"Full KYC",0,33,20,11391.28,569.56
3443,2024-11-28,Delhi,Delhi,"Paid Ad",45-54,"Full KYC",0,170,5,1835.02,367.00
3444,2024-06-09,Guwahati,Assam,Organic,18-24,"Full KYC",0,74,12,3888.61,324.05
3445,2025-11-01,Hyderabad,Telangana,Organic,18-24,"Full KYC",0,167,6,9340.83,1556.81
3446,2025-06-03,Kolkata,"West Bengal","Paid Ad",55+,"Full KYC",0,6,15,7501.43,500.10
3447,2024-08-21,Bengaluru,Karnataka,"Paid Ad",18-24,"Min KYC",1,263,5,1679.88,335.98
3448,2025-02-15,Guwahati,Assam,"Merchant Partner",18-24,"Full KYC",0,86,3,1313.59,437.86
3449,2025-03-17,Bengaluru,Karnataka,Organic,25-34,"Full KYC",0,87,18,14099.17,783.29
3450,2024-12-27,Nagpur,Maharashtra,Organic,25-34,Pending,0,42,14,9232.37,659.46
3451,2024-12-12,Bengaluru,Karnataka,"Paid Ad",25-34,"Full KYC",0,49,83,42637.85,513.71
3452,2024-02-10,Coimbatore,"Tamil Nadu",Referral,25-34,"Full KYC",1,40,6,1690.86,281.81
3453,2024-11-26,Hyderabad,Telangana,"Paid Ad",25-34,"Full KYC",0,7,10,4211.36,421.14
3454,2024-09-11,Kochi,Kerala,Organic,18-24,"Min KYC",0,27,41,33409.88,814.88
3455,2025-08-20,Kolkata,"West Bengal","Merchant Partner",35-44,"Min KYC",0,22,6,3651.48,608.58
3456,2025-09-23,Mumbai,Maharashtra,Referral,25-34,"Full KYC",0,4,156,71025.07,455.29
3457,2025-07-01,Bengaluru,Karnataka,"Paid Ad",55+,"Full KYC",0,28,19,6864.24,361.28
3458,2024-01-23,Surat,Gujarat,Organic,45-54,"Full KYC",0,3,23,14378.07,625.13
3459,2025-09-06,Jaipur,Rajasthan,Organic,18-24,"Full KYC",0,3,33,12149.86,368.18
3460,2024-10-16,Hyderabad,Telangana,Referral,45-54,"Full KYC",1,220,6,1232.39,205.40
3461,2024-10-30,Delhi,Delhi,Referral,18-24,"Min KYC",0,42,30,12609.38,420.31
3462,2025-11-20,Indore,"Madhya Pradesh",Referral,18-24,"Min KYC",0,26,11,3540.66,321.88
3463,2025-09-25,Ahmedabad,Gujarat,Organic,18-24,"Full KYC",0,3,26,10744.28,413.24
3464,2024-02-07,Jaipur,Rajasthan,Referral,45-54,"Full KYC",0,174,12,7854.48,654.54
3465,2024-09-19,Pune,Maharashtra,Referral,25-34,"Min KYC",0,1,117,62931.92,537.88
3466,2025-07-01,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,2,23,12701.64,552.25
3467,2025-01-28,Hyderabad,Telangana,Organic,35-44,"Full KYC",0,50,5,2669.66,533.93
3468,2024-07-07,Mumbai,Maharashtra,Referral,55+,"Full KYC",0,0,50,33927.84,678.56
3469,2025-01-18,Coimbatore,"Tamil Nadu",Organic,45-54,"Full KYC",1,204,11,3201.99,291.09
3470,2025-09-24,Hyderabad,Telangana,Organic,55+,"Full KYC",0,57,38,17407.61,458.10
3471,2024-06-12,Pune,Maharashtra,Referral,18-24,"Full KYC",0,48,18,4722.89,262.38
3472,2025-06-28,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,1,34,18052.11,530.94
3473,2025-06-20,Hyderabad,Telangana,"Paid Ad",25-34,"Full KYC",0,104,9,5306.02,589.56
3474,2025-10-08,Jaipur,Rajasthan,"Paid Ad",35-44,"Full KYC",0,41,12,4433.27,369.44
3475,2024-08-05,Jaipur,Rajasthan,Organic,55+,"Full KYC",0,128,2,635.93,317.97
3476,2024-06-06,Indore,"Madhya Pradesh",Organic,55+,"Full KYC",0,37,12,3114.53,259.54
3477,2025-02-03,Mumbai,Maharashtra,Organic,35-44,"Full KYC",0,6,33,17218.35,521.77
3478,2025-01-22,Kochi,Kerala,"Bank Partnership",35-44,"Min KYC",0,6,52,39303.25,755.83
3479,2024-10-25,Coimbatore,"Tamil Nadu",Organic,45-54,"Full KYC",1,164,3,1946.59,648.86
3480,2025-07-22,Ranchi,Jharkhand,Referral,25-34,"Full KYC",0,48,9,3254.73,361.64
3481,2025-08-06,Delhi,Delhi,"Merchant Partner",25-34,"Full KYC",1,8,76,31880.66,419.48
3482,2024-06-28,Chennai,"Tamil Nadu",Organic,45-54,"Min KYC",0,20,48,25514.04,531.54
3483,2025-08-03,Chandigarh,Punjab,Organic,25-34,"Min KYC",0,18,43,20166.60,468.99
3484,2024-06-17,Surat,Gujarat,"Merchant Partner",25-34,"Min KYC",1,414,1,634.45,634.45
3485,2024-10-24,Mumbai,Maharashtra,Referral,45-54,"Full KYC",0,74,1,550.37,550.37
3486,2024-01-20,Kochi,Kerala,Organic,45-54,"Full KYC",1,53,11,5276.63,479.69
3487,2024-09-05,Indore,"Madhya Pradesh",Organic,35-44,"Full KYC",0,81,6,2906.85,484.48
3488,2025-11-30,Bhopal,"Madhya Pradesh","Merchant Partner",25-34,"Full KYC",0,8,23,13358.65,580.81
3489,2024-11-19,Hyderabad,Telangana,Organic,25-34,"Full KYC",1,681,1,381.57,381.57
3490,2025-06-02,Ahmedabad,Gujarat,Referral,18-24,"Full KYC",0,32,15,7249.03,483.27
3491,2024-03-19,Lucknow,"Uttar Pradesh",Organic,25-34,"Min KYC",0,25,31,16272.56,524.92
3492,2025-04-08,Hyderabad,Telangana,Referral,25-34,"Full KYC",0,25,18,8569.61,476.09
3493,2024-09-28,Bhopal,"Madhya Pradesh",Organic,18-24,"Full KYC",1,NULL,0,NULL,NULL
3494,2025-06-27,Bengaluru,Karnataka,Organic,35-44,"Min KYC",0,26,87,51474.85,591.66
3495,2025-11-08,Delhi,Delhi,"Paid Ad",35-44,"Full KYC",0,38,12,7167.80,597.32
3496,2025-01-23,Patna,Bihar,Referral,18-24,"Full KYC",0,105,11,2599.08,236.28
3497,2024-03-16,Hyderabad,Telangana,Organic,18-24,"Full KYC",0,31,51,23774.94,466.18
3498,2024-12-13,Mumbai,Maharashtra,Organic,25-34,Pending,0,12,31,14114.37,455.30
3499,2024-03-30,Indore,"Madhya Pradesh","Merchant Partner",25-34,"Full KYC",0,17,30,19851.97,661.73
3500,2024-11-24,Bhopal,"Madhya Pradesh",Referral,45-54,"Min KYC",0,48,10,4142.92,414.29
3501,2024-02-14,Bhopal,"Madhya Pradesh","Paid Ad",18-24,"Full KYC",0,10,11,2516.10,228.74
3502,2025-04-12,Hyderabad,Telangana,Organic,25-34,"Min KYC",0,177,6,3733.47,622.25
3503,2024-08-14,Kolkata,"West Bengal","Paid Ad",45-54,"Full KYC",0,25,11,4954.56,450.41
3504,2024-05-27,Mumbai,Maharashtra,Referral,25-34,"Full KYC",1,18,7,2285.60,326.51
3505,2024-01-13,Mumbai,Maharashtra,Organic,25-34,"Full KYC",1,424,4,1629.71,407.43
3506,2025-10-10,Bengaluru,Karnataka,Referral,35-44,"Min KYC",0,45,6,2779.08,463.18
3507,2025-09-03,Chennai,"Tamil Nadu",Organic,55+,"Full KYC",0,28,48,19685.35,410.11
3508,2025-08-15,Kolkata,"West Bengal",Organic,45-54,"Full KYC",0,0,75,37341.72,497.89
3509,2024-02-12,Delhi,Delhi,Referral,25-34,"Full KYC",0,37,9,3904.15,433.79
3510,2024-09-12,Patna,Bihar,Organic,18-24,"Full KYC",0,67,18,8825.66,490.31
3511,2025-12-10,Coimbatore,"Tamil Nadu","Merchant Partner",18-24,"Min KYC",0,10,30,14288.34,476.28
3512,2025-02-26,Mumbai,Maharashtra,Organic,25-34,"Full KYC",0,64,11,5354.36,486.76
3513,2024-04-03,Indore,"Madhya Pradesh",Organic,45-54,"Full KYC",0,0,76,60350.46,794.09
3514,2024-04-12,Ahmedabad,Gujarat,Organic,35-44,"Min KYC",0,49,10,10635.02,1063.50
3515,2024-07-11,Chennai,"Tamil Nadu","Merchant Partner",55+,"Min KYC",0,16,35,20849.89,595.71
3516,2025-12-10,Chennai,"Tamil Nadu","Merchant Partner",25-34,"Full KYC",0,69,10,22151.47,2215.15
3517,2024-05-03,Surat,Gujarat,"Bank Partnership",35-44,"Full KYC",1,9,12,6169.62,514.14
3518,2025-10-21,Delhi,Delhi,"Merchant Partner",25-34,"Full KYC",0,20,24,9723.54,405.15
3519,2025-05-09,Kolkata,"West Bengal","Merchant Partner",25-34,"Full KYC",0,2,17,8709.76,512.34
3520,2025-11-03,Bengaluru,Karnataka,"Bank Partnership",35-44,"Full KYC",0,15,10,7551.14,755.11
3521,2025-08-25,Mumbai,Maharashtra,Referral,18-24,"Full KYC",0,4,51,24197.44,474.46
3522,2024-08-30,Chennai,"Tamil Nadu","Paid Ad",45-54,"Full KYC",0,10,6,2251.47,375.25
3523,2025-08-27,Bengaluru,Karnataka,Organic,35-44,"Min KYC",0,57,33,14171.14,429.43
3524,2024-05-03,Surat,Gujarat,"Merchant Partner",25-34,"Full KYC",0,10,29,17593.35,606.67
3525,2024-07-31,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,1,77,42979.05,558.17
3526,2024-06-03,Delhi,Delhi,"Paid Ad",55+,"Full KYC",0,6,33,19020.25,576.37
3527,2024-04-07,Patna,Bihar,Organic,25-34,"Full KYC",0,7,16,11609.65,725.60
3528,2024-03-06,Hyderabad,Telangana,"Paid Ad",25-34,"Full KYC",0,445,3,998.39,332.80
3529,2024-05-16,Lucknow,"Uttar Pradesh","Merchant Partner",25-34,"Full KYC",0,133,7,2187.47,312.50
3530,2024-03-28,Bengaluru,Karnataka,Referral,25-34,"Min KYC",0,21,30,16627.13,554.24
3531,2024-10-04,Delhi,Delhi,"Bank Partnership",25-34,"Full KYC",0,409,9,3559.48,395.50
3532,2024-02-22,Patna,Bihar,Organic,25-34,"Full KYC",0,74,9,4454.90,494.99
3533,2024-02-14,Nagpur,Maharashtra,Referral,18-24,"Full KYC",1,46,8,2077.28,259.66
3534,2025-12-23,Hyderabad,Telangana,"Merchant Partner",18-24,"Full KYC",0,0,47,44231.08,941.09
3535,2024-03-05,Bengaluru,Karnataka,Referral,45-54,"Full KYC",0,51,13,9483.84,729.53
3536,2024-02-24,Lucknow,"Uttar Pradesh",Referral,45-54,"Full KYC",0,42,34,15591.49,458.57
3537,2024-01-22,Delhi,Delhi,Referral,55+,"Full KYC",0,5,49,25014.58,510.50
3538,2024-04-06,Patna,Bihar,"Merchant Partner",35-44,"Full KYC",0,71,8,4467.71,558.46
3539,2025-01-20,Mumbai,Maharashtra,Referral,25-34,"Min KYC",0,4,126,72857.65,578.24
3540,2025-08-26,Delhi,Delhi,Organic,45-54,"Min KYC",1,7,11,5901.87,536.53
3541,2025-06-20,Mumbai,Maharashtra,Organic,55+,"Full KYC",0,4,23,9666.15,420.27
3542,2025-02-27,Bengaluru,Karnataka,Referral,25-34,"Full KYC",0,2,8,2788.07,348.51
3543,2024-03-03,Patna,Bihar,Organic,25-34,"Full KYC",0,33,39,15239.35,390.75
3544,2025-07-19,Ahmedabad,Gujarat,"Bank Partnership",25-34,"Full KYC",0,3,127,75423.12,593.88
3545,2024-01-28,Mumbai,Maharashtra,"Paid Ad",25-34,"Min KYC",0,8,7,8790.55,1255.79
3546,2025-04-05,Mumbai,Maharashtra,"Bank Partnership",35-44,"Full KYC",0,4,110,60260.17,547.82
3547,2024-10-25,Bengaluru,Karnataka,"Paid Ad",45-54,"Full KYC",0,12,13,14186.71,1091.29
3548,2025-10-05,Ahmedabad,Gujarat,"Merchant Partner",45-54,"Full KYC",0,102,16,6303.11,393.94
3549,2024-08-12,Kolkata,"West Bengal",Organic,18-24,"Full KYC",0,16,9,4394.22,488.25
3550,2025-04-11,Mumbai,Maharashtra,"Paid Ad",35-44,"Min KYC",0,6,9,4562.89,506.99
3551,2024-11-17,Surat,Gujarat,Organic,18-24,"Full KYC",0,52,10,3511.83,351.18
3552,2025-01-16,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,4,33,17033.66,516.17
3553,2025-11-16,Ranchi,Jharkhand,Organic,25-34,"Full KYC",0,18,84,43398.75,516.65
3554,2025-06-04,Chennai,"Tamil Nadu","Paid Ad",45-54,"Full KYC",0,4,28,13713.43,489.77
3555,2024-10-29,Bengaluru,Karnataka,"Paid Ad",25-34,"Min KYC",0,0,488,242403.81,496.73
3556,2024-11-22,Mumbai,Maharashtra,Organic,35-44,"Full KYC",0,101,27,17594.42,651.65
3557,2025-05-29,Nagpur,Maharashtra,"Merchant Partner",35-44,"Full KYC",0,9,42,27473.53,654.13
3558,2024-09-09,Mumbai,Maharashtra,"Bank Partnership",25-34,"Full KYC",0,6,11,6799.91,618.17
3559,2024-05-02,Hyderabad,Telangana,"Merchant Partner",35-44,Pending,0,15,26,15489.81,595.76
3560,2024-12-07,Chennai,"Tamil Nadu","Paid Ad",25-34,"Full KYC",0,95,9,5469.78,607.75
3561,2024-02-19,Kolkata,"West Bengal","Paid Ad",25-34,"Full KYC",0,12,36,20778.20,577.17
3562,2024-05-03,Kolkata,"West Bengal",Referral,25-34,"Full KYC",0,0,58,31155.51,537.16
3563,2024-11-03,Lucknow,"Uttar Pradesh",Referral,18-24,"Full KYC",0,51,5,2443.72,488.74
3564,2025-08-04,Delhi,Delhi,Organic,18-24,Pending,0,1,31,22315.40,719.85
3565,2025-07-24,Lucknow,"Uttar Pradesh","Bank Partnership",25-34,"Min KYC",0,12,25,17120.25,684.81
3566,2024-07-09,Kochi,Kerala,"Paid Ad",45-54,"Min KYC",0,1,44,23980.57,545.01
3567,2024-11-04,Mumbai,Maharashtra,Referral,25-34,"Min KYC",1,557,2,654.26,327.13
3568,2024-04-22,Mumbai,Maharashtra,Organic,45-54,"Full KYC",0,2,99,49011.10,495.06
3569,2025-07-05,Ranchi,Jharkhand,Referral,18-24,"Full KYC",0,0,264,134638.94,510.00
3570,2024-06-28,Bengaluru,Karnataka,Organic,25-34,"Full KYC",1,459,2,1435.43,717.72
3571,2025-08-06,Pune,Maharashtra,"Merchant Partner",25-34,"Full KYC",1,166,1,417.02,417.02
3572,2025-09-06,Bengaluru,Karnataka,"Paid Ad",25-34,"Min KYC",0,27,26,8148.71,313.41
3573,2025-05-18,Kolkata,"West Bengal","Paid Ad",35-44,"Min KYC",0,34,8,7949.56,993.70
3574,2024-08-29,Lucknow,"Uttar Pradesh","Paid Ad",25-34,"Full KYC",0,37,10,3685.46,368.55
3575,2025-11-26,Surat,Gujarat,"Merchant Partner",18-24,"Full KYC",0,6,30,17971.04,599.03
3576,2025-05-15,Hyderabad,Telangana,Organic,18-24,"Min KYC",0,61,11,7176.19,652.38
3577,2025-04-16,Bengaluru,Karnataka,Referral,25-34,"Min KYC",1,203,3,4641.22,1547.07
3578,2025-09-17,Chennai,"Tamil Nadu","Paid Ad",35-44,"Full KYC",0,11,40,19593.90,489.85
3579,2025-10-05,Hyderabad,Telangana,"Bank Partnership",25-34,"Full KYC",1,3,2,470.26,235.13
3580,2024-02-26,Ahmedabad,Gujarat,Referral,55+,"Full KYC",1,246,2,511.50,255.75
3581,2025-10-05,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,36,12,9425.54,785.46
3582,2025-07-12,Kochi,Kerala,Organic,45-54,"Full KYC",0,5,47,27111.77,576.85
3583,2024-05-30,Mumbai,Maharashtra,"Bank Partnership",45-54,"Min KYC",0,74,7,3369.19,481.31
3584,2024-08-12,Mumbai,Maharashtra,Organic,35-44,"Full KYC",0,9,9,3792.81,421.42
3585,2025-07-03,Bhopal,"Madhya Pradesh",Organic,35-44,"Full KYC",0,53,9,3917.08,435.23
3586,2024-06-07,Kolkata,"West Bengal","Merchant Partner",18-24,"Min KYC",0,46,6,4566.79,761.13
3587,2024-11-26,Mumbai,Maharashtra,"Bank Partnership",35-44,"Min KYC",0,83,24,10382.62,432.61
3588,2025-05-17,Chandigarh,Punjab,Referral,18-24,"Full KYC",1,171,2,512.12,256.06
3589,2025-04-19,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,4,19,9858.01,518.84
3590,2025-10-26,Chennai,"Tamil Nadu",Referral,25-34,Pending,0,3,25,11579.73,463.19
3591,2024-03-22,Bhopal,"Madhya Pradesh",Organic,25-34,"Min KYC",0,26,42,23438.94,558.07
3592,2024-08-03,Kolkata,"West Bengal",Organic,18-24,"Full KYC",0,88,5,1314.39,262.88
3593,2025-12-19,Hyderabad,Telangana,Referral,45-54,"Min KYC",1,24,7,3909.42,558.49
3594,2025-02-19,Bengaluru,Karnataka,"Merchant Partner",35-44,"Full KYC",1,184,2,491.50,245.75
3595,2024-06-30,Pune,Maharashtra,Organic,35-44,"Full KYC",0,10,38,11729.96,308.68
3596,2024-07-30,Pune,Maharashtra,"Paid Ad",35-44,"Full KYC",0,7,21,8091.99,385.33
3597,2024-09-04,Lucknow,"Uttar Pradesh",Organic,25-34,"Min KYC",0,3,157,71419.11,454.90
3598,2025-02-08,Pune,Maharashtra,Organic,25-34,"Full KYC",1,391,1,53.85,53.85
3599,2024-07-26,Mumbai,Maharashtra,Organic,35-44,"Min KYC",0,11,45,31568.37,701.52
3600,2025-03-29,Jaipur,Rajasthan,Organic,25-34,"Min KYC",0,228,5,2106.96,421.39
3601,2024-11-21,Mumbai,Maharashtra,Organic,25-34,"Full KYC",0,8,157,77301.17,492.36
3602,2025-03-21,Patna,Bihar,Organic,18-24,"Full KYC",0,106,11,4761.94,432.90
3603,2024-04-23,Lucknow,"Uttar Pradesh",Organic,25-34,"Min KYC",0,53,15,4887.23,325.82
3604,2025-03-31,Kolkata,"West Bengal",Referral,25-34,Pending,0,132,6,2972.34,495.39
3605,2025-11-06,Pune,Maharashtra,Organic,18-24,"Min KYC",0,19,27,12316.20,456.16
3606,2024-04-08,Delhi,Delhi,Organic,18-24,"Full KYC",0,37,9,4214.59,468.29
3607,2024-08-27,Ahmedabad,Gujarat,"Merchant Partner",25-34,"Full KYC",1,197,4,1875.49,468.87
3608,2025-05-21,Mumbai,Maharashtra,"Merchant Partner",18-24,"Full KYC",0,56,9,3335.28,370.59
3609,2025-03-26,Kolkata,"West Bengal",Referral,25-34,"Full KYC",0,43,22,12198.20,554.46
3610,2025-05-07,Delhi,Delhi,"Bank Partnership",25-34,"Full KYC",0,0,518,279208.65,539.01
3611,2025-02-12,Kolkata,"West Bengal",Organic,18-24,"Full KYC",0,31,52,17806.86,342.44
3612,2025-05-13,Delhi,Delhi,"Paid Ad",35-44,"Full KYC",0,26,8,2734.69,341.84
3613,2025-03-20,Mumbai,Maharashtra,Referral,35-44,"Full KYC",0,73,8,3463.96,433.00
3614,2024-02-24,Pune,Maharashtra,Organic,25-34,"Full KYC",0,100,13,9406.38,723.57
3615,2025-07-02,Lucknow,"Uttar Pradesh",Organic,25-34,"Min KYC",1,46,3,769.83,256.61
3616,2024-11-22,Bengaluru,Karnataka,Organic,25-34,Pending,0,8,48,25498.03,531.21
3617,2024-02-07,Chennai,"Tamil Nadu","Paid Ad",18-24,"Full KYC",0,8,13,6485.80,498.91
3618,2024-10-25,Bhopal,"Madhya Pradesh",Organic,25-34,"Min KYC",0,4,83,46608.42,561.55
3619,2024-11-13,Chennai,"Tamil Nadu","Bank Partnership",55+,"Full KYC",0,24,38,19597.94,515.74
3620,2024-03-04,Kolkata,"West Bengal",Organic,35-44,"Full KYC",0,32,27,15483.87,573.48
3621,2025-12-28,Delhi,Delhi,Referral,25-34,"Min KYC",0,0,24,13917.86,579.91
3622,2024-06-11,Delhi,Delhi,Referral,25-34,"Min KYC",0,31,13,7761.37,597.03
3623,2024-08-29,Delhi,Delhi,"Bank Partnership",18-24,"Full KYC",1,575,1,1113.57,1113.57
3624,2024-11-17,Guwahati,Assam,Organic,35-44,Pending,0,11,26,14455.39,555.98
3625,2025-08-30,Mumbai,Maharashtra,Referral,25-34,"Min KYC",0,9,40,22918.61,572.97
3626,2025-06-26,Delhi,Delhi,"Paid Ad",45-54,"Full KYC",0,12,28,16656.54,594.88
3627,2025-07-16,Delhi,Delhi,Organic,35-44,"Full KYC",0,21,12,5262.47,438.54
3628,2024-06-22,Bhopal,"Madhya Pradesh",Referral,25-34,"Full KYC",0,36,44,14879.74,338.18
3629,2025-09-09,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,1,441,235288.82,533.53
